family,branch,tick,drive,effective_threshold,threshold_scale,local_gain_after,local_scale_clamped,executed
F04,local_reward_drive,8,0.416708,1.0,1.0,0.4270885,1.3645,1
F04,local_punish_drive,1,0.1632295,1.0,1.0,0.1632295,0.5215,0
F04,local_punish_drive,2,0.326459,1.0,1.0,0.1632295,0.5215,0
F04,local_punish_drive,3,0.4896885,1.0,1.0,0.1632295,0.5215,0
F04,local_punish_drive,4,0.652918,1.0,1.0,0.1632295,0.5215,0
F04,local_punish_drive,5,0.8161475,1.0,1.0,0.1632295,0.5215,0
F04,local_punish_drive,6,0.979377,1.0,1.0,0.1632295,0.5215,0
F04,local_punish_drive,7,0.1426065,1.0,1.0,0.1632295,0.5215,1
F04,local_punish_drive,8,0.305836,1.0,1.0,0.1632295,0.5215,0
F04,local_reward_disabled_control,1,0.313,1.0,1.0,0.313,1.0,0
F04,local_reward_disabled_control,2,0.626,1.0,1.0,0.313,1.0,0
F04,local_reward_disabled_control,3,0.939,1.0,1.0,0.313,1.0,0
F04,local_reward_disabled_control,4,0.252,1.0,1.0,0.313,1.0,1
F04,local_reward_disabled_control,5,0.565,1.0,1.0,0.313,1.0,0
F04,local_reward_disabled_control,6,0.878,1.0,1.0,0.313,1.0,0
F04,local_reward_disabled_control,7,0.191,1.0,1.0,0.313,1.0,1
F04,local_reward_disabled_control,8,0.504,1.0,1.0,0.313,1.0,0
F04,local_punish_disabled_control,1,0.313,1.0,1.0,0.313,1.0,0
F04,local_punish_disabled_control,2,0.626,1.0,1.0,0.313,1.0,0
F04,local_punish_disabled_control,3,0.939,1.0,1.0,0.313,1.0,0
F04,local_punish_disabled_control,4,0.252,1.0,1.0,0.313,1.0,1
F04,local_punish_disabled_control,5,0.565,1.0,1.0,0.313,1.0,0
F04,local_punish_disabled_control,6,0.878,1.0,1.0,0.313,1.0,0
F04,local_punish_disabled_control,7,0.191,1.0,1.0,0.313,1.0,1
F04,local_punish_disabled_control,8,0.504,1.0,1.0,0.313,1.0,0
F05,baseline,1,0.314,0.9704,0.9704,0.314,1.0,0
F05,baseline,2,0.628,0.9704,0.9704,0.314,1.0,0
F05,baseline,3,0.942,0.9704,0.9704,0.314,1.0,0
F05,baseline,4,0.2856,0.9704,0.9704,0.314,1.0,1
F05,baseline,5,0.5996,0.9704,0.9704,0.314,1.0,0
F05,baseline,6,0.9136,0.9704,0.9704,0.314,1.0,0
F05,baseline,7,0.2572,0.9704,0.9704,0.314,1.0,1
F05,baseline,8,0.5712,0.9704,0.9704,0.314,1.0,0
F05,reward_cfs_rwd,1,0.314,0.69961515,0.69961515,0.314,1.0,0
F05,reward_cfs_rwd,2,0.628,0.69961515,0.69961515,0.314,1.0,0
F05,reward_cfs_rwd,3,0.24238485,0.69961515,0.69961515,0.314,1.0,1
F05,reward_cfs_rwd,4,0.55638485,0.69961515,0.69961515,0.314,1.0,0
F05,reward_cfs_rwd,5,0.1707697,0.69961515,0.69961515,0.314,1.0,1
F05,reward_cfs_rwd,6,0.4847697,0.69961515,0.69961515,0.314,1.0,0
F05,reward_cfs_rwd,7,0.09915456,0.69961515,0.69961515,0.314,1.0,1
F05,reward_cfs_rwd,8,0.41315456,0.69961515,0.69961515,0.314,1.0,0
F05,expectation_nt_only,1,0.314,0.93560105,0.93560105,0.314,1.0,0
F05,expectation_nt_only,2,0.628,0.93560105,0.93560105,0.314,1.0,0
F05,expectation_nt_only,3,0.00639895,0.93560105,0.93560105,0.314,1.0,1
F05,expectation_nt_only,4,0.32039895,0.93560105,0.93560105,0.314,1.0,0
F05,expectation_nt_only,5,0.63439895,0.93560105,0.93560105,0.314,1.0,0
F05,expectation_nt_only,6,0.0127979,0.93560105,0.93560105,0.314,1.0,1
F05,expectation_nt_only,7,0.3267979,0.93560105,0.93560105,0.314,1.0,0
F05,expectation_nt_only,8,0.6407979,0.93560105,0.93560105,0.314,1.0,0
F05,pressure_cfs_pun,1,0.314,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_cfs_pun,2,0.628,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_cfs_pun,3,0.942,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_cfs_pun,4,1.256,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_cfs_pun,5,0.25551685,1.31448315,1.31448315,0.314,1.0,1
F05,pressure_cfs_pun,6,0.56951685,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_cfs_pun,7,0.88351685,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_cfs_pun,8,1.19751685,1.31448315,1.31448315,0.314,1.0,0
F05,pressure_nt_only,1,0.314,1.01708693,1.01708693,0.314,1.0,0
F05,pressure_nt_only,2,0.628,1.01708693,1.01708693,0.314,1.0,0
F05,pressure_nt_only,3,0.942,1.01708693,1.01708693,0.314,1.0,0
F05,pressure_nt_only,4,0.23891307,1.01708693,1.01708693,0.314,1.0,1
F05,pressure_nt_only,5,0.55291307,1.01708693,1.01708693,0.314,1.0,0
F05,pressure_nt_only,6,0.86691307,1.01708693,1.01708693,0.314,1.0,0
F05,pressure_nt_only,7,0.16382614,1.01708693,1.01708693,0.314,1.0,1
F05,pressure_nt_only,8,0.47782614,1.01708693,1.01708693,0.314,1.0,0
F05,fixed_reward_control,1,0.314,1.0,1.0,0.314,1.0,0
F05,fixed_reward_control,2,0.628,1.0,1.0,0.314,1.0,0
F05,fixed_reward_control,3,0.942,1.0,1.0,0.314,1.0,0
F05,fixed_reward_control,4,0.256,1.0,1.0,0.314,1.0,1
F05,fixed_reward_control,5,0.57,1.0,1.0,0.314,1.0,0
F05,fixed_reward_control,6,0.884,1.0,1.0,0.314,1.0,0
F05,fixed_reward_control,7,0.198,1.0,1.0,0.314,1.0,1
F05,fixed_reward_control,8,0.512,1.0,1.0,0.314,1.0,0
F05,fixed_pressure_control,1,0.314,1.0,1.0,0.314,1.0,0
F05,fixed_pressure_control,2,0.628,1.0,1.0,0.314,1.0,0
F05,fixed_pressure_control,3,0.942,1.0,1.0,0.314,1.0,0
F05,fixed_pressure_control,4,0.256,1.0,1.0,0.314,1.0,1
F05,fixed_pressure_control,5,0.57,1.0,1.0,0.314,1.0,0
F05,fixed_pressure_control,6,0.884,1.0,1.0,0.314,1.0,0
F05,fixed_pressure_control,7,0.198,1.0,1.0,0.314,1.0,1
F05,fixed_pressure_control,8,0.512,1.0,1.0,0.314,1.0,0
F05,local_baseline_fixed,1,0.314,1.0,1.0,0.314,1.0,0
F05,local_baseline_fixed,2,0.628,1.0,1.0,0.314,1.0,0
F05,local_baseline_fixed,3,0.942,1.0,1.0,0.314,1.0,0
F05,local_baseline_fixed,4,0.256,1.0,1.0,0.314,1.0,1
F05,local_baseline_fixed,5,0.57,1.0,1.0,0.314,1.0,0
F05,local_baseline_fixed,6,0.884,1.0,1.0,0.314,1.0,0
F05,local_baseline_fixed,7,0.198,1.0,1.0,0.314,1.0,1
F05,local_baseline_fixed,8,0.512,1.0,1.0,0.314,1.0,0
F05,local_reward_drive,1,0.429866,1.0,1.0,0.429866,1.369,0
F05,local_reward_drive,2,0.859732,1.0,1.0,0.429866,1.369,0
F05,local_reward_drive,3,0.289598,1.0,1.0,0.429866,1.369,1
F05,local_reward_drive,4,0.719464,1.0,1.0,0.429866,1.369,0
F05,local_reward_drive,5,0.14933,1.0,1.0,0.429866,1.369,1
F05,local_reward_drive,6,0.579196,1.0,1.0,0.429866,1.369,0
F05,local_reward_drive,7,0.009062,1.0,1.0,0.429866,1.369,1
F05,local_reward_drive,8,0.438928,1.0,1.0,0.429866,1.369,0
F05,local_punish_drive,1,0.162024,1.0,1.0,0.162024,0.516,0
F05,local_punish_drive,2,0.324048,1.0,1.0,0.162024,0.516,0
F05,local_punish_drive,3,0.486072,1.0,1.0,0.162024,0.516,0
F05,local_punish_drive,4,0.648096,1.0,1.0,0.162024,0.516,0
F05,local_punish_drive,5,0.81012,1.0,1.0,0.162024,0.516,0
F05,local_punish_drive,6,0.972144,1.0,1.0,0.162024,0.516,0
F05,local_punish_drive,7,0.134168,1.0,1.0,0.162024,0.516,1
F05,local_punish_drive,8,0.296192,1.0,1.0,0.162024,0.516,0
F05,local_reward_disabled_control,1,0.314,1.0,1.0,0.314,1.0,0
F05,local_reward_disabled_control,2,0.628,1.0,1.0,0.314,1.0,0
F05,local_reward_disabled_control,3,0.942,1.0,1.0,0.314,1.0,0
F05,local_reward_disabled_control,4,0.256,1.0,1.0,0.314,1.0,1
F05,local_reward_disabled_control,5,0.57,1.0,1.0,0.314,1.0,0
F05,local_reward_disabled_control,6,0.884,1.0,1.0,0.314,1.0,0
F05,local_reward_disabled_control,7,0.198,1.0,1.0,0.314,1.0,1
F05,local_reward_disabled_control,8,0.512,1.0,1.0,0.314,1.0,0
F05,local_punish_disabled_control,1,0.314,1.0,1.0,0.314,1.0,0
F05,local_punish_disabled_control,2,0.628,1.0,1.0,0.314,1.0,0
F05,local_punish_disabled_control,3,0.942,1.0,1.0,0.314,1.0,0
F05,local_punish_disabled_control,4,0.256,1.0,1.0,0.314,1.0,1
F05,local_punish_disabled_control,5,0.57,1.0,1.0,0.314,1.0,0
F05,local_punish_disabled_control,6,0.884,1.0,1.0,0.314,1.0,0
F05,local_punish_disabled_control,7,0.198,1.0,1.0,0.314,1.0,1
F05,local_punish_disabled_control,8,0.512,1.0,1.0,0.314,1.0,0
F06,baseline,1,0.315,0.9704,0.9704,0.315,1.0,0
F06,baseline,2,0.63,0.9704,0.9704,0.315,1.0,0
F06,baseline,3,0.945,0.9704,0.9704,0.315,1.0,0
F06,baseline,4,0.2896,0.9704,0.9704,0.315,1.0,1
F06,baseline,5,0.6046,0.9704,0.9704,0.315,1.0,0
F06,baseline,6,0.9196,0.9704,0.9704,0.315,1.0,0
F06,baseline,7,0.2642,0.9704,0.9704,0.315,1.0,1
F06,baseline,8,0.5792,0.9704,0.9704,0.315,1.0,0
F06,reward_cfs_rwd,1,0.315,0.69656342,0.69656342,0.315,1.0,0
F06,reward_cfs_rwd,2,0.63,0.69656342,0.69656342,0.315,1.0,0
F06,reward_cfs_rwd,3,0.24843658,0.69656342,0.69656342,0.315,1.0,1
F06,reward_cfs_rwd,4,0.56343658,0.69656342,0.69656342,0.315,1.0,0
F06,reward_cfs_rwd,5,0.18187317,0.69656342,0.69656342,0.315,1.0,1
F06,reward_cfs_rwd,6,0.49687317,0.69656342,0.69656342,0.315,1.0,0
F06,reward_cfs_rwd,7,0.11530975,0.69656342,0.69656342,0.315,1.0,1
F06,reward_cfs_rwd,8,0.43030975,0.69656342,0.69656342,0.315,1.0,0
F06,expectation_nt_only,1,0.315,0.93522366,0.93522366,0.315,1.0,0
F06,expectation_nt_only,2,0.63,0.93522366,0.93522366,0.315,1.0,0
F06,expectation_nt_only,3,0.00977634,0.93522366,0.93522366,0.315,1.0,1
F06,expectation_nt_only,4,0.32477634,0.93522366,0.93522366,0.315,1.0,0
F06,expectation_nt_only,5,0.63977634,0.93522366,0.93522366,0.315,1.0,0
F06,expectation_nt_only,6,0.01955267,0.93522366,0.93522366,0.315,1.0,1
F06,expectation_nt_only,7,0.33455267,0.93522366,0.93522366,0.315,1.0,0
F06,expectation_nt_only,8,0.64955267,0.93522366,0.93522366,0.315,1.0,0
F06,pressure_cfs_pun,1,0.315,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_cfs_pun,2,0.63,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_cfs_pun,3,0.945,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_cfs_pun,4,1.26,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_cfs_pun,5,0.25644767,1.31855233,1.31855233,0.315,1.0,1
F06,pressure_cfs_pun,6,0.57144767,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_cfs_pun,7,0.88644767,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_cfs_pun,8,1.20144767,1.31855233,1.31855233,0.315,1.0,0
F06,pressure_nt_only,1,0.315,1.01755852,1.01755852,0.315,1.0,0
F06,pressure_nt_only,2,0.63,1.01755852,1.01755852,0.315,1.0,0
F06,pressure_nt_only,3,0.945,1.01755852,1.01755852,0.315,1.0,0
F06,pressure_nt_only,4,0.24244148,1.01755852,1.01755852,0.315,1.0,1
F06,pressure_nt_only,5,0.55744148,1.01755852,1.01755852,0.315,1.0,0
F06,pressure_nt_only,6,0.87244148,1.01755852,1.01755852,0.315,1.0,0
F06,pressure_nt_only,7,0.16988296,1.01755852,1.01755852,0.315,1.0,1
F06,pressure_nt_only,8,0.48488296,1.01755852,1.01755852,0.315,1.0,0
F06,fixed_reward_control,1,0.315,1.0,1.0,0.315,1.0,0
F06,fixed_reward_control,2,0.63,1.0,1.0,0.315,1.0,0
F06,fixed_reward_control,3,0.945,1.0,1.0,0.315,1.0,0
F06,fixed_reward_control,4,0.26,1.0,1.0,0.315,1.0,1
F06,fixed_reward_control,5,0.575,1.0,1.0,0.315,1.0,0
F06,fixed_reward_control,6,0.89,1.0,1.0,0.315,1.0,0
F06,fixed_reward_control,7,0.205,1.0,1.0,0.315,1.0,1
F06,fixed_reward_control,8,0.52,1.0,1.0,0.315,1.0,0
F06,fixed_pressure_control,1,0.315,1.0,1.0,0.315,1.0,0
F06,fixed_pressure_control,2,0.63,1.0,1.0,0.315,1.0,0
F06,fixed_pressure_control,3,0.945,1.0,1.0,0.315,1.0,0
F06,fixed_pressure_control,4,0.26,1.0,1.0,0.315,1.0,1
F06,fixed_pressure_control,5,0.575,1.0,1.0,0.315,1.0,0
F06,fixed_pressure_control,6,0.89,1.0,1.0,0.315,1.0,0
F06,fixed_pressure_control,7,0.205,1.0,1.0,0.315,1.0,1
F06,fixed_pressure_control,8,0.52,1.0,1.0,0.315,1.0,0
F06,local_baseline_fixed,1,0.315,1.0,1.0,0.315,1.0,0
F06,local_baseline_fixed,2,0.63,1.0,1.0,0.315,1.0,0
F06,local_baseline_fixed,3,0.945,1.0,1.0,0.315,1.0,0
F06,local_baseline_fixed,4,0.26,1.0,1.0,0.315,1.0,1
F06,local_baseline_fixed,5,0.575,1.0,1.0,0.315,1.0,0
F06,local_baseline_fixed,6,0.89,1.0,1.0,0.315,1.0,0
F06,local_baseline_fixed,7,0.205,1.0,1.0,0.315,1.0,1
F06,local_baseline_fixed,8,0.52,1.0,1.0,0.315,1.0,0
F06,local_reward_drive,1,0.4326525,1.0,1.0,0.4326525,1.3735,0
F06,local_reward_drive,2,0.865305,1.0,1.0,0.4326525,1.3735,0
F06,local_reward_drive,3,0.2979575,1.0,1.0,0.4326525,1.3735,1
F06,local_reward_drive,4,0.73061,1.0,1.0,0.4326525,1.3735,0
F06,local_reward_drive,5,0.1632625,1.0,1.0,0.4326525,1.3735,1
F06,local_reward_drive,6,0.595915,1.0,1.0,0.4326525,1.3735,0
F06,local_reward_drive,7,0.0285675,1.0,1.0,0.4326525,1.3735,1
F06,local_reward_drive,8,0.46122,1.0,1.0,0.4326525,1.3735,0
F06,local_punish_drive,1,0.1608075,1.0,1.0,0.1608075,0.5105,0
F06,local_punish_drive,2,0.321615,1.0,1.0,0.1608075,0.5105,0
F06,local_punish_drive,3,0.4824225,1.0,1.0,0.1608075,0.5105,0
F06,local_punish_drive,4,0.64323,1.0,1.0,0.1608075,0.5105,0
F06,local_punish_drive,5,0.8040375,1.0,1.0,0.1608075,0.5105,0
F06,local_punish_drive,6,0.964845,1.0,1.0,0.1608075,0.5105,0
F06,local_punish_drive,7,0.1256525,1.0,1.0,0.1608075,0.5105,1
F06,local_punish_drive,8,0.28646,1.0,1.0,0.1608075,0.5105,0
F06,local_reward_disabled_control,1,0.315,1.0,1.0,0.315,1.0,0
F06,local_reward_disabled_control,2,0.63,1.0,1.0,0.315,1.0,0
F06,local_reward_disabled_control,3,0.945,1.0,1.0,0.315,1.0,0
F06,local_reward_disabled_control,4,0.26,1.0,1.0,0.315,1.0,1
F06,local_reward_disabled_control,5,0.575,1.0,1.0,0.315,1.0,0
F06,local_reward_disabled_control,6,0.89,1.0,1.0,0.315,1.0,0
F06,local_reward_disabled_control,7,0.205,1.0,1.0,0.315,1.0,1
F06,local_reward_disabled_control,8,0.52,1.0,1.0,0.315,1.0,0
F06,local_punish_disabled_control,1,0.315,1.0,1.0,0.315,1.0,0
F06,local_punish_disabled_control,2,0.63,1.0,1.0,0.315,1.0,0
F06,local_punish_disabled_control,3,0.945,1.0,1.0,0.315,1.0,0
F06,local_punish_disabled_control,4,0.26,1.0,1.0,0.315,1.0,1
F06,local_punish_disabled_control,5,0.575,1.0,1.0,0.315,1.0,0
F06,local_punish_disabled_control,6,0.89,1.0,1.0,0.315,1.0,0
F06,local_punish_disabled_control,7,0.205,1.0,1.0,0.315,1.0,1
F06,local_punish_disabled_control,8,0.52,1.0,1.0,0.315,1.0,0
F07,baseline,1,0.316,0.9704,0.9704,0.316,1.0,0
F07,baseline,2,0.632,0.9704,0.9704,0.316,1.0,0
F07,baseline,3,0.948,0.9704,0.9704,0.316,1.0,0
F07,baseline,4,0.2936,0.9704,0.9704,0.316,1.0,1
F07,baseline,5,0.6096,0.9704,0.9704,0.316,1.0,0
F07,baseline,6,0.9256,0.9704,0.9704,0.316,1.0,0
F07,baseline,7,0.2712,0.9704,0.9704,0.316,1.0,1
F07,baseline,8,0.5872,0.9704,0.9704,0.316,1.0,0
F07,reward_cfs_rwd,1,0.316,0.69351701,0.69351701,0.316,1.0,0
F07,reward_cfs_rwd,2,0.632,0.69351701,0.69351701,0.316,1.0,0
F07,reward_cfs_rwd,3,0.25448299,0.69351701,0.69351701,0.316,1.0,1
F07,reward_cfs_rwd,4,0.57048299,0.69351701,0.69351701,0.316,1.0,0
F07,reward_cfs_rwd,5,0.19296597,0.69351701,0.69351701,0.316,1.0,1
F07,reward_cfs_rwd,6,0.50896597,0.69351701,0.69351701,0.316,1.0,0
F07,reward_cfs_rwd,7,0.13144896,0.69351701,0.69351701,0.316,1.0,1
F07,reward_cfs_rwd,8,0.44744896,0.69351701,0.69351701,0.316,1.0,0
F07,expectation_nt_only,1,0.316,0.93484687,0.93484687,0.316,1.0,0
F07,expectation_nt_only,2,0.632,0.93484687,0.93484687,0.316,1.0,0
F07,expectation_nt_only,3,0.01315313,0.93484687,0.93484687,0.316,1.0,1
F07,expectation_nt_only,4,0.32915313,0.93484687,0.93484687,0.316,1.0,0
F07,expectation_nt_only,5,0.64515313,0.93484687,0.93484687,0.316,1.0,0
F07,expectation_nt_only,6,0.02630625,0.93484687,0.93484687,0.316,1.0,1
F07,expectation_nt_only,7,0.34230625,0.93484687,0.93484687,0.316,1.0,0
F07,expectation_nt_only,8,0.65830625,0.93484687,0.93484687,0.316,1.0,0
F07,pressure_cfs_pun,1,0.316,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_cfs_pun,2,0.632,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_cfs_pun,3,0.948,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_cfs_pun,4,1.264,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_cfs_pun,5,0.25737761,1.32262239,1.32262239,0.316,1.0,1
F07,pressure_cfs_pun,6,0.57337761,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_cfs_pun,7,0.88937761,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_cfs_pun,8,1.20537761,1.32262239,1.32262239,0.316,1.0,0
F07,pressure_nt_only,1,0.316,1.01802832,1.01802832,0.316,1.0,0
F07,pressure_nt_only,2,0.632,1.01802832,1.01802832,0.316,1.0,0
F07,pressure_nt_only,3,0.948,1.01802832,1.01802832,0.316,1.0,0
F07,pressure_nt_only,4,0.24597168,1.01802832,1.01802832,0.316,1.0,1
F07,pressure_nt_only,5,0.56197168,1.01802832,1.01802832,0.316,1.0,0
F07,pressure_nt_only,6,0.87797168,1.01802832,1.01802832,0.316,1.0,0
F07,pressure_nt_only,7,0.17594336,1.01802832,1.01802832,0.316,1.0,1
F07,pressure_nt_only,8,0.49194336,1.01802832,1.01802832,0.316,1.0,0
F07,fixed_reward_control,1,0.316,1.0,1.0,0.316,1.0,0
F07,fixed_reward_control,2,0.632,1.0,1.0,0.316,1.0,0
F07,fixed_reward_control,3,0.948,1.0,1.0,0.316,1.0,0
F07,fixed_reward_control,4,0.264,1.0,1.0,0.316,1.0,1
F07,fixed_reward_control,5,0.58,1.0,1.0,0.316,1.0,0
F07,fixed_reward_control,6,0.896,1.0,1.0,0.316,1.0,0
F07,fixed_reward_control,7,0.212,1.0,1.0,0.316,1.0,1
F07,fixed_reward_control,8,0.528,1.0,1.0,0.316,1.0,0
F07,fixed_pressure_control,1,0.316,1.0,1.0,0.316,1.0,0
F07,fixed_pressure_control,2,0.632,1.0,1.0,0.316,1.0,0
F07,fixed_pressure_control,3,0.948,1.0,1.0,0.316,1.0,0
F07,fixed_pressure_control,4,0.264,1.0,1.0,0.316,1.0,1
F07,fixed_pressure_control,5,0.58,1.0,1.0,0.316,1.0,0
F07,fixed_pressure_control,6,0.896,1.0,1.0,0.316,1.0,0
F07,fixed_pressure_control,7,0.212,1.0,1.0,0.316,1.0,1
F07,fixed_pressure_control,8,0.528,1.0,1.0,0.316,1.0,0
F07,local_baseline_fixed,1,0.316,1.0,1.0,0.316,1.0,0
F07,local_baseline_fixed,2,0.632,1.0,1.0,0.316,1.0,0
F07,local_baseline_fixed,3,0.948,1.0,1.0,0.316,1.0,0
F07,local_baseline_fixed,4,0.264,1.0,1.0,0.316,1.0,1
F07,local_baseline_fixed,5,0.58,1.0,1.0,0.316,1.0,0
F07,local_baseline_fixed,6,0.896,1.0,1.0,0.316,1.0,0
F07,local_baseline_fixed,7,0.212,1.0,1.0,0.316,1.0,1
F07,local_baseline_fixed,8,0.528,1.0,1.0,0.316,1.0,0
F07,local_reward_drive,1,0.435448,1.0,1.0,0.435448,1.378,0
F07,local_reward_drive,2,0.870896,1.0,1.0,0.435448,1.378,0
F07,local_reward_drive,3,0.306344,1.0,1.0,0.435448,1.378,1
F07,local_reward_drive,4,0.741792,1.0,1.0,0.435448,1.378,0
F07,local_reward_drive,5,0.17724,1.0,1.0,0.435448,1.378,1
F07,local_reward_drive,6,0.612688,1.0,1.0,0.435448,1.378,0
F07,local_reward_drive,7,0.048136,1.0,1.0,0.435448,1.378,1
F07,local_reward_drive,8,0.483584,1.0,1.0,0.435448,1.378,0
F07,local_punish_drive,1,0.15958,1.0,1.0,0.15958,0.505,0
F07,local_punish_drive,2,0.31916,1.0,1.0,0.15958,0.505,0
F07,local_punish_drive,3,0.47874,1.0,1.0,0.15958,0.505,0
F07,local_punish_drive,4,0.63832,1.0,1.0,0.15958,0.505,0
F07,local_punish_drive,5,0.7979,1.0,1.0,0.15958,0.505,0
F07,local_punish_drive,6,0.95748,1.0,1.0,0.15958,0.505,0
F07,local_punish_drive,7,0.11706,1.0,1.0,0.15958,0.505,1
F07,local_punish_drive,8,0.27664,1.0,1.0,0.15958,0.505,0
F07,local_reward_disabled_control,1,0.316,1.0,1.0,0.316,1.0,0
F07,local_reward_disabled_control,2,0.632,1.0,1.0,0.316,1.0,0
F07,local_reward_disabled_control,3,0.948,1.0,1.0,0.316,1.0,0
F07,local_reward_disabled_control,4,0.264,1.0,1.0,0.316,1.0,1
F07,local_reward_disabled_control,5,0.58,1.0,1.0,0.316,1.0,0
F07,local_reward_disabled_control,6,0.896,1.0,1.0,0.316,1.0,0
F07,local_reward_disabled_control,7,0.212,1.0,1.0,0.316,1.0,1
F07,local_reward_disabled_control,8,0.528,1.0,1.0,0.316,1.0,0
F07,local_punish_disabled_control,1,0.316,1.0,1.0,0.316,1.0,0
F07,local_punish_disabled_control,2,0.632,1.0,1.0,0.316,1.0,0
F07,local_punish_disabled_control,3,0.948,1.0,1.0,0.316,1.0,0
F07,local_punish_disabled_control,4,0.264,1.0,1.0,0.316,1.0,1
F07,local_punish_disabled_control,5,0.58,1.0,1.0,0.316,1.0,0
F07,local_punish_disabled_control,6,0.896,1.0,1.0,0.316,1.0,0
F07,local_punish_disabled_control,7,0.212,1.0,1.0,0.316,1.0,1
F07,local_punish_disabled_control,8,0.528,1.0,1.0,0.316,1.0,0
F08,baseline,1,0.317,0.9704,0.9704,0.317,1.0,0
F08,baseline,2,0.634,0.9704,0.9704,0.317,1.0,0
F08,baseline,3,0.951,0.9704,0.9704,0.317,1.0,0
F08,baseline,4,0.2976,0.9704,0.9704,0.317,1.0,1
F08,baseline,5,0.6146,0.9704,0.9704,0.317,1.0,0
F08,baseline,6,0.9316,0.9704,0.9704,0.317,1.0,0
F08,baseline,7,0.2782,0.9704,0.9704,0.317,1.0,1
F08,baseline,8,0.5952,0.9704,0.9704,0.317,1.0,0
F08,reward_cfs_rwd,1,0.317,0.69047592,0.69047592,0.317,1.0,0
F08,reward_cfs_rwd,2,0.634,0.69047592,0.69047592,0.317,1.0,0
F08,reward_cfs_rwd,3,0.26052408,0.69047592,0.69047592,0.317,1.0,1
F08,reward_cfs_rwd,4,0.57752408,0.69047592,0.69047592,0.317,1.0,0
F08,reward_cfs_rwd,5,0.20404817,0.69047592,0.69047592,0.317,1.0,1
F08,reward_cfs_rwd,6,0.52104817,0.69047592,0.69047592,0.317,1.0,0
F08,reward_cfs_rwd,7,0.14757225,0.69047592,0.69047592,0.317,1.0,1
F08,reward_cfs_rwd,8,0.46457225,0.69047592,0.69047592,0.317,1.0,0
F08,expectation_nt_only,1,0.317,0.93447068,0.93447068,0.317,1.0,0
F08,expectation_nt_only,2,0.634,0.93447068,0.93447068,0.317,1.0,0
F08,expectation_nt_only,3,0.01652932,0.93447068,0.93447068,0.317,1.0,1
F08,expectation_nt_only,4,0.33352932,0.93447068,0.93447068,0.317,1.0,0
F08,expectation_nt_only,5,0.65052932,0.93447068,0.93447068,0.317,1.0,0
F08,expectation_nt_only,6,0.03305864,0.93447068,0.93447068,0.317,1.0,1
F08,expectation_nt_only,7,0.35005864,0.93447068,0.93447068,0.317,1.0,0
F08,expectation_nt_only,8,0.66705864,0.93447068,0.93447068,0.317,1.0,0
F08,pressure_cfs_pun,1,0.317,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_cfs_pun,2,0.634,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_cfs_pun,3,0.951,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_cfs_pun,4,1.268,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_cfs_pun,5,0.25830667,1.32669333,1.32669333,0.317,1.0,1
F08,pressure_cfs_pun,6,0.57530667,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_cfs_pun,7,0.89230667,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_cfs_pun,8,1.20930667,1.32669333,1.32669333,0.317,1.0,0
F08,pressure_nt_only,1,0.317,1.01849633,1.01849633,0.317,1.0,0
F08,pressure_nt_only,2,0.634,1.01849633,1.01849633,0.317,1.0,0
F08,pressure_nt_only,3,0.951,1.01849633,1.01849633,0.317,1.0,0
F08,pressure_nt_only,4,0.24950367,1.01849633,1.01849633,0.317,1.0,1
F08,pressure_nt_only,5,0.56650367,1.01849633,1.01849633,0.317,1.0,0
F08,pressure_nt_only,6,0.88350367,1.01849633,1.01849633,0.317,1.0,0
F08,pressure_nt_only,7,0.18200733,1.01849633,1.01849633,0.317,1.0,1
F08,pressure_nt_only,8,0.49900733,1.01849633,1.01849633,0.317,1.0,0
F08,fixed_reward_control,1,0.317,1.0,1.0,0.317,1.0,0
F08,fixed_reward_control,2,0.634,1.0,1.0,0.317,1.0,0
F08,fixed_reward_control,3,0.951,1.0,1.0,0.317,1.0,0
F08,fixed_reward_control,4,0.268,1.0,1.0,0.317,1.0,1
F08,fixed_reward_control,5,0.585,1.0,1.0,0.317,1.0,0
F08,fixed_reward_control,6,0.902,1.0,1.0,0.317,1.0,0
