family,branch,tick,drive,effective_threshold,threshold_scale,local_gain_after,local_scale_clamped,executed
F12,fixed_reward_control,6,0.878,1.0,1.0,0.313,1.0,0
F12,fixed_reward_control,7,0.191,1.0,1.0,0.313,1.0,1
F12,fixed_reward_control,8,0.504,1.0,1.0,0.313,1.0,0
F12,fixed_pressure_control,1,0.313,1.0,1.0,0.313,1.0,0
F12,fixed_pressure_control,2,0.626,1.0,1.0,0.313,1.0,0
F12,fixed_pressure_control,3,0.939,1.0,1.0,0.313,1.0,0
F12,fixed_pressure_control,4,0.252,1.0,1.0,0.313,1.0,1
F12,fixed_pressure_control,5,0.565,1.0,1.0,0.313,1.0,0
F12,fixed_pressure_control,6,0.878,1.0,1.0,0.313,1.0,0
F12,fixed_pressure_control,7,0.191,1.0,1.0,0.313,1.0,1
F12,fixed_pressure_control,8,0.504,1.0,1.0,0.313,1.0,0
F12,local_baseline_fixed,1,0.313,1.0,1.0,0.313,1.0,0
F12,local_baseline_fixed,2,0.626,1.0,1.0,0.313,1.0,0
F12,local_baseline_fixed,3,0.939,1.0,1.0,0.313,1.0,0
F12,local_baseline_fixed,4,0.252,1.0,1.0,0.313,1.0,1
F12,local_baseline_fixed,5,0.565,1.0,1.0,0.313,1.0,0
F12,local_baseline_fixed,6,0.878,1.0,1.0,0.313,1.0,0
F12,local_baseline_fixed,7,0.191,1.0,1.0,0.313,1.0,1
F12,local_baseline_fixed,8,0.504,1.0,1.0,0.313,1.0,0
F12,local_reward_drive,1,0.4383565,1.0,1.0,0.4383565,1.4005,0
F12,local_reward_drive,2,0.876713,1.0,1.0,0.4383565,1.4005,0
F12,local_reward_drive,3,0.3150695,1.0,1.0,0.4383565,1.4005,1
F12,local_reward_drive,4,0.753426,1.0,1.0,0.4383565,1.4005,0
F12,local_reward_drive,5,0.1917825,1.0,1.0,0.4383565,1.4005,1
F12,local_reward_drive,6,0.630139,1.0,1.0,0.4383565,1.4005,0
F12,local_reward_drive,7,0.0684955,1.0,1.0,0.4383565,1.4005,1
F12,local_reward_drive,8,0.506852,1.0,1.0,0.4383565,1.4005,0
F12,local_punish_drive,1,0.1494575,1.0,1.0,0.1494575,0.4775,0
F12,local_punish_drive,2,0.298915,1.0,1.0,0.1494575,0.4775,0
F12,local_punish_drive,3,0.4483725,1.0,1.0,0.1494575,0.4775,0
F12,local_punish_drive,4,0.59783,1.0,1.0,0.1494575,0.4775,0
F12,local_punish_drive,5,0.7472875,1.0,1.0,0.1494575,0.4775,0
F12,local_punish_drive,6,0.896745,1.0,1.0,0.1494575,0.4775,0
F12,local_punish_drive,7,0.0462025,1.0,1.0,0.1494575,0.4775,1
F12,local_punish_drive,8,0.19566,1.0,1.0,0.1494575,0.4775,0
F12,local_reward_disabled_control,1,0.313,1.0,1.0,0.313,1.0,0
F12,local_reward_disabled_control,2,0.626,1.0,1.0,0.313,1.0,0
F12,local_reward_disabled_control,3,0.939,1.0,1.0,0.313,1.0,0
F12,local_reward_disabled_control,4,0.252,1.0,1.0,0.313,1.0,1
F12,local_reward_disabled_control,5,0.565,1.0,1.0,0.313,1.0,0
F12,local_reward_disabled_control,6,0.878,1.0,1.0,0.313,1.0,0
F12,local_reward_disabled_control,7,0.191,1.0,1.0,0.313,1.0,1
F12,local_reward_disabled_control,8,0.504,1.0,1.0,0.313,1.0,0
F12,local_punish_disabled_control,1,0.313,1.0,1.0,0.313,1.0,0
F12,local_punish_disabled_control,2,0.626,1.0,1.0,0.313,1.0,0
F12,local_punish_disabled_control,3,0.939,1.0,1.0,0.313,1.0,0
F12,local_punish_disabled_control,4,0.252,1.0,1.0,0.313,1.0,1
F12,local_punish_disabled_control,5,0.565,1.0,1.0,0.313,1.0,0
F12,local_punish_disabled_control,6,0.878,1.0,1.0,0.313,1.0,0
F12,local_punish_disabled_control,7,0.191,1.0,1.0,0.313,1.0,1
F12,local_punish_disabled_control,8,0.504,1.0,1.0,0.313,1.0,0
