family,branch,branch_label,target_id,target_display,action_gain,base_threshold,cfs_kinds,cfs_strength_sum,global_rwd,global_pun,disable_threshold_modulation,disable_local_modulation,iesm_emotion_update_count,iesm_emotion_update_abs_total,iesm_action_trigger_count,iesm_triggered_rule_ids,nt_before_DA,nt_after_DA,nt_before_COR,nt_after_COR,nt_before_FOC,nt_after_FOC,nt_delta_script_json,rwd_pun_snapshot_json,tick1_drive,tick1_effective_threshold,tick1_threshold_scale,tick1_threshold_delta,tick1_nt_scale_clamped,tick1_rwd_pun_scale_clamped,tick1_local_lookup_status,tick1_local_lookup_hit,tick1_local_applied,tick1_local_scale_clamped,tick1_local_gain_after,tick1_local_reward_bonus_gain,tick1_local_punish_penalty_gain,first_execution_tick,execution_count,tick_series_json,action_snapshot_node_count
F01,baseline,中性基线,st_e14_route_01,行动目标01：查询天气前置确认,0.31,1.0,,0,0.0,0.0,False,True,0,0,0,,0.12,0.12,0.06,0.06,0.1,0.1,{},"{""pun"": 0.0, ""rwd"": 0.0}",0.31,0.9704,0.9704,-0.0296,0.9704,1.0,skipped,0,0,1.0,0.31,0.0,0.0,4,2,"[{""tick"": 1, ""drive"": 0.31, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 2, ""drive"": 0.62, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 3, ""drive"": 0.93, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 4, ""drive"": 0.2696, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 5, ""drive"": 0.5796, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 6, ""drive"": 0.8896, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 7, ""drive"": 0.2292, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 8, ""drive"": 0.5392, ""base_threshold"": 1.0, ""threshold_scale"": 0.9704, ""effective_threshold"": 0.9704, ""threshold_delta"": -0.0296, ""nt_scale_clamped"": 0.9704, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}]",1
F01,reward_cfs_rwd,正确/奖励降阈,st_e14_route_01,行动目标01：查询天气前置确认,0.31,1.0,correct_event,0.78,0.78,0.0,False,True,4,0.2184,1,nt_update_from_correct_event;innate_action_attention_focus_from_core_cfs,0.12,0.32649617,0.06,0.06,0.1,0.15985767,"{""DA"": 0.0936, ""FOC"": 0.0234, ""OXY"": 0.062400000000000004, ""SER"": 0.03900000000000001}","{""pun"": 0.0, ""rwd"": 0.78}",0.31,0.71187582,0.71187582,-0.28812418,0.91079302,0.7816,skipped,0,0,1.0,0.31,0.0,0.0,3,3,"[{""tick"": 1, ""drive"": 0.31, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 2, ""drive"": 0.62, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 3, ""drive"": 0.21812418, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 4, ""drive"": 0.52812418, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 5, ""drive"": 0.12624835, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 6, ""drive"": 0.43624835, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 7, ""drive"": 0.03437253, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 8, ""drive"": 0.34437253, ""base_threshold"": 1.0, ""threshold_scale"": 0.71187582, ""effective_threshold"": 0.71187582, ""threshold_delta"": -0.28812418, ""nt_scale_clamped"": 0.91079302, ""rwd_pun_scale_clamped"": 0.7816, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}]",1
F01,expectation_nt_only,期待递质降阈,st_e14_route_01,行动目标01：查询天气前置确认,0.31,1.0,expectation,0.82,0.0,0.0,False,True,2,0.0697,1,nt_update_from_expectation;innate_action_attention_focus_from_core_cfs,0.12,0.23540166,0.06,0.06,0.1,0.1,"{""DA"": 0.049199999999999994, ""NOV"": 0.0205}","{""pun"": 0.0, ""rwd"": 0.0}",0.31,0.93711659,0.93711659,-0.06288341,0.93711659,1.0,skipped,0,0,1.0,0.31,0.0,0.0,4,2,"[{""tick"": 1, ""drive"": 0.31, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 2, ""drive"": 0.62, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 3, ""drive"": 0.93, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 4, ""drive"": 0.30288341, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 5, ""drive"": 0.61288341, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 6, ""drive"": 0.92288341, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 7, ""drive"": 0.29576683, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 8, ""drive"": 0.60576683, ""base_threshold"": 1.0, ""threshold_scale"": 0.93711659, ""effective_threshold"": 0.93711659, ""threshold_delta"": -0.06288341, ""nt_scale_clamped"": 0.93711659, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}]",1
F01,pressure_cfs_pun,压力/惩罚升阈,st_e14_route_01,行动目标01：查询天气前置确认,0.31,1.0,pressure,0.8,0.0,0.82,False,True,5,0.216,1,nt_update_from_pressure;innate_action_attention_focus_from_core_cfs,0.12,0.12,0.06,0.26897211,0.1,0.21849741,"{""ADR"": 0.032, ""COR"": 0.08800000000000001, ""END"": 0.032, ""FOC"": 0.048, ""NOV"": -0.016}","{""pun"": 0.82, ""rwd"": 0.0}",0.31,1.29821542,1.29821542,0.29821542,1.01518253,1.2788,skipped,0,0,1.0,0.31,0.0,0.0,5,1,"[{""tick"": 1, ""drive"": 0.31, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 2, ""drive"": 0.62, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 3, ""drive"": 0.93, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 4, ""drive"": 1.24, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 5, ""drive"": 0.25178458, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 6, ""drive"": 0.56178458, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 7, ""drive"": 0.87178458, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 8, ""drive"": 1.18178458, ""base_threshold"": 1.0, ""threshold_scale"": 1.29821542, ""effective_threshold"": 1.29821542, ""threshold_delta"": 0.29821542, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.2788, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}]",1
F01,pressure_nt_only,压力递质升阈,st_e14_route_01,行动目标01：查询天气前置确认,0.31,1.0,pressure,0.8,0.0,0.0,False,True,5,0.216,1,nt_update_from_pressure;innate_action_attention_focus_from_core_cfs,0.12,0.12,0.06,0.26897211,0.1,0.21849741,"{""ADR"": 0.032, ""COR"": 0.08800000000000001, ""END"": 0.032, ""FOC"": 0.048, ""NOV"": -0.016}","{""pun"": 0.0, ""rwd"": 0.0}",0.31,1.01518253,1.01518253,0.01518253,1.01518253,1.0,skipped,0,0,1.0,0.31,0.0,0.0,4,2,"[{""tick"": 1, ""drive"": 0.31, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 2, ""drive"": 0.62, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 3, ""drive"": 0.93, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 4, ""drive"": 0.22481747, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 5, ""drive"": 0.53481747, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 6, ""drive"": 0.84481747, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}, {""tick"": 7, ""drive"": 0.13963495, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": true, ""executed_count_this_tick"": 1}, {""tick"": 8, ""drive"": 0.44963495, ""base_threshold"": 1.0, ""threshold_scale"": 1.01518253, ""effective_threshold"": 1.01518253, ""threshold_delta"": 0.01518253, ""nt_scale_clamped"": 1.01518253, ""rwd_pun_scale_clamped"": 1.0, ""rwd_pun_enabled"": true, ""local_lookup_status"": ""skipped"", ""local_lookup_hit"": false, ""local_applied"": false, ""local_scale_clamped"": 1.0, ""local_gain_after"": 0.31, ""local_reward_bonus_gain"": 0.0, ""local_punish_penalty_gain"": 0.0, ""executed"": false, ""executed_count_this_tick"": 0}]",1
