family,branch,branch_label,enabled,applied,applied_count,reason,applied_params,applied_rules,applied_deltas,state_pool_er_decay_delta,state_pool_ev_decay_delta,state_pool_soft_start_delta,state_pool_soft_full_delta,attention_max_cam_delta,hdb_ev_propagation_ratio_delta,hdb_er_induction_ratio_delta,hdb_ev_propagation_threshold_delta,endogenous_needs_recovery,endogenous_severity,source_supply_thin,ev_starved,propagation_chain_weak,induction_chain_weak,retention_chain_weak,propagation_ratio_saturated,mean_ev_to_er_ratio,mean_cam_items,json_result,case_ok
F01,healthy_control,健康对照,1,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,1.25,4.0,"{""enabled"": true, ""applied"": false, ""snapshots"": {""updated_at_ms"": 1778535704268, ""tick_index"": 5, ""window_size"": 5, ""endogenous_balance"": {""needs_recovery"": false, ""severity"": 0.0, ""mean_internal_sa"": 120.0, ""latest_internal_sa"": 120.0, ""mean_external_sa"": 60.0, ""latest_external_sa"": 60.0, ""mean_ratio"": 2.0, ""latest_ratio"": 2.0, ""mean_selected_structures"": 5.0, ""latest_selected_structures"": 5.0, ""current_structure_cap"": 4.0, ""mean_raw_units"": 14.0, ""latest_raw_units"": 14.0, ""mean_selected_units"": 14.0, ""latest_selected_units"": 14.0, ""mean_detail_budget"": 80.0, ""latest_detail_budget"": 80.0, ""mean_cam_items"": 4.0, ""latest_cam_items"": 4.0, ""mean_pool_items"": 70.0, ""latest_pool_items"": 70.0, ""mean_runtime_resolution_degraded_items"": 0.0, ""latest_runtime_resolution_degraded_items"": 0.0, ""mean_runtime_resolution_active_components"": 6.0, ""latest_runtime_resolution_active_components"": 6.0, ""mean_runtime_resolution_dropped_components"": 1.0, ""latest_runtime_resolution_dropped_components"": 1.0, ""runtime_resolution_visible_ratio"": 0.8571428571428571, ""mean_hdb_residual_diff_ratio"": 0.24, ""latest_hdb_residual_diff_ratio"": 0.24, ""mean_hdb_same_content_multi_context_ratio"": 0.08, ""latest_hdb_same_content_multi_context_ratio"": 0.08, ""internal_deficit"": 0.0, ""ratio_deficit"": 0.0, ""selected_deficit"": 0.0, ""dominance_lost"": false, ""source_supply_healthy"": true, ""source_supply_thin"": false, ""context_branching_thin"": false}, ""attention_special_selection"": {""mean_standalone"": 0.0, ""latest_standalone"": 0.0, ""mean_carrier"": 0.0, ""latest_carrier"": 0.0, ""mean_repeat_penalty"": 0.0, ""latest_repeat_penalty"": 0.0, ""mean_reward_selected"": 0.0, ""mean_cam"": 4.0, ""standalone_share"": 0.0, ""carrier_share"": 0.0, ""standalone_hot"": false, ""carrier_thin"": false, ""repeat_penalty_weak"": false, ""fatigue_overclamped"": false}, ""ev_balance"": {""mean_er"": 100.0, ""mean_ev"": 125.0, ""latest_er"": 100.0, ""latest_ev"": 125.0, ""mean_ev_to_er_ratio"": 1.25, ""latest_ev_to_er_ratio"": 1.25, ""ratio_target_min"": 1.02, ""ratio_target_ideal"": 1.1, ""mean_total_delta_ev"": 5.0, ""mean_total_ev_consumed"": 4.0, ""mean_propagated_ev"": 2.4, ""latest_propagated_ev"": 2.4, ""mean_ev_from_er"": 1.4, ""latest_ev_from_er"": 1.4, ""latest_total_delta_ev"": 5.0, ""latest_applied_total_ev"": 0.0, ""mean_propagated_target_ratio"": 0.55, ""mean_ev_from_er_ratio"": 0.32, ""mean_source_items"": 5.0, ""mean_target_count"": 8.0, ""mean_structure_target_count"": 8.0, ""mean_memory_target_count"": 0.0, ""mean_applied_target_count"": 0.0, ""mean_skipped_target_count"": 0.0, ""mean_skipped_cs_event_target_count"": 0.0, ""mean_propagated_target_count"": 5.0, ""mean_induced_target_count"": 3.0, ""mean_targets_per_source"": 1.6, ""mean_structure_target_total_ev"": 0.0, ""mean_memory_target_total_ev"": 0.0, ""mean_structure_target_ev_share"": 1.0, ""mean_applied_total_ev"": 0.0, ""mean_skipped_target_total_ev"": 0.0, ""mean_applied_ev_ratio"": 0.0, ""mean_applied_target_ratio"": 0.0, ""mean_fallback_used"": 0.0, ""mean_source_available"": 0.0, ""mean_source_selected_from_ev"": 0.0, ""mean_source_selected_from_er"": 0.0, ""mean_source_cap"": 0.0, ""mean_source_cap_hit"": 0.0, ""mean_raw_residual_entry_count"": 0.0, ""mean_raw_residual_entry_with_existing_structure_count"": 0.0, ""mean_raw_residual_entry_routed_to_structure_count"": 0.0, ""mean_raw_residual_structure_target_total_ev"": 0.0, ""mean_raw_residual_memory_target_total_ev"": 0.0, ""mean_raw_residual_hit_memory_target_total_ev"": 0.0, ""mean_raw_residual_miss_memory_target_total_ev"": 0.0, ""raw_residual_structure_share"": 0.0, ""raw_residual_hit_path_total_ev"": 0.0, ""raw_residual_hit_structure_share"": 0.0, ""raw_residual_existing_hit_rate"": 0.0, ""propagated_ev_share"": 0.48, ""mean_memory_feedback_total_ev"": 0.0, ""mean_memory_feedback_packet_count"": 0.0, ""mean_memory_feedback_packet_ev"": 0.0, ""mean_memory_feedback_structure_projection_attempted_count"": 0.0, ""mean_memory_feedback_structure_projection_skipped_count"": 0.0, ""mean_memory_feedback_structure_projection_count"": 0.0, ""mean_memory_feedback_structure_projection_effective_ratio"": 0.0, ""mean_memory_feedback_structure_projection_ev"": 0.0, ""latest_memory_feedback_packet_ev"": 0.0, ""latest_memory_feedback_structure_projection_ev"": 0.0, ""memory_feedback_structure_projection_share"": 0.0, ""memory_feedback_packet_share"": 0.0, ""expected_ev_floor"": 102.0, ""ev_ratio_deficit"": 0.0, ""ev_amount_deficit"": 0.0, ""ev_starved"": false, ""severely_ev_starved"": false, ""source_supply_thin"": false, ""projection_blocked"": false, ""propagation_chain_weak"": false, ""induction_chain_weak"": false, ""retention_chain_weak"": false, ""memory_feedback_packet_dominant"": false, ""memory_feedback_projection_overheavy"": false, ""memory_feedback_projection_diluted"": false, ""source_cap_reached"": false, ""raw_residual_existing_hit_sparse"": false, ""raw_residual_structure_path_underused"": false, ""er_overfull"": false, ""mean_hdb_requested_ev_ratio"": 0.55, ""mean_hdb_effective_ev_ratio"": 0.55, ""mean_hdb_requested_er_ratio"": 0.55, ""mean_hdb_effective_er_ratio"": 0.55, ""mean_hdb_ev_clamped"": 0.0, ""mean_hdb_er_clamped"": 0.0, ""propagation_ratio_saturated"": false, ""induction_ratio_saturated"": false}, ""cognitive_stitching"": {""mean_raw_accepted"": 0.0, ""mean_candidates"": 0.0, ""latest_candidates"": 0.0, ""mean_rejected_low_score"": 0.0, ""mean_rejected_component_limit"": 0.0, ""mean_rejected_non_positive_edge"": 0.0, ""mean_replacements"": 0.0, ""mean_kept_existing"": 0.0, ""mean_threshold_margin"": 0.0, ""mean_actions"": 0.0, ""latest_actions"": 0.0, ""mean_created"": 0.0, ""mean_extended"": 0.0, ""mean_merged"": 0.0, ""mean_reinforced"": 0.0, ""mean_event_grasp_emitted"": 0.0, ""mean_event_grasp_selected"": 0.0, ""mean_event_grasp_post_action_seed"": 0.0, ""mean_event_grasp_post_action_selected"": 0.0, ""mean_narrative_grasp"": 0.0, ""mean_narrative_grasp_max"": 0.0, ""max_narrative_grasp_max"": 0.0, ""mean_narrative_grasp_positive_count"": 0.0, ""latest_narrative_grasp_positive_count"": 0.0, ""mean_stimulus_new_structures"": 0.0, ""latest_stimulus_new_structures"": 0.0, ""mean_timing"": 0.0, ""candidate_to_action_ratio"": 0.0, ""candidate_rich_but_action_starved"": false, ""candidate_supply_thin"": true, ""upstream_structure_alive"": false, ""timing_hot"": false, ""narrative_zone_alive"": false, ""narrative_zone_mature"": false, ""output_total"": 0.0, ""competition_pressure"": 0.0, ""low_score_dominant"": false, ""component_limit_dominant"": false, ""non_positive_edge_dominant"": false}, ""timing_hotspot"": {""summary"": {""timing_total_logic_ms"": {""mean"": 100.0, ""latest"": 100.0, ""max"": 100.0, ""expected_max"": 8000.0, ""hot"": false}, ""timing_structure_level_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 1400.0, ""hot"": false}, ""timing_stimulus_level_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 4200.0, ""hot"": false}, ""timing_cache_neutralization_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 2400.0, ""hot"": false}, ""timing_maintenance_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 900.0, ""hot"": false}, ""timing_attention_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 240.0, ""hot"": false}, ""timing_sensor_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 120.0, ""hot"": false}, ""timing_time_sensor_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 80.0, ""hot"": false}, ""timing_cognitive_stitching_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 1200.0, ""hot"": false}}, ""grouped"": {""hdb"": {""label"": ""HDB 主链"", ""keys"": [""timing_structure_level_ms"", ""timing_stimulus_level_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""state_pool"": {""label"": ""状态池与中和"", ""keys"": [""timing_cache_neutralization_ms"", ""timing_maintenance_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""attention"": {""label"": ""注意力"", ""keys"": [""timing_attention_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""sensor"": {""label"": ""文本感受器"", ""keys"": [""timing_sensor_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""time_sensor"": {""label"": ""时间感受器"", ""keys"": [""timing_time_sensor_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""cognitive_stitching"": {""label"": ""认知拼接"", ""keys"": [""timing_cognitive_stitching_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}}, ""ranked_group_ids"": [""hdb"", ""state_pool"", ""attention"", ""sensor"", ""time_sensor"", ""cognitive_stitching""], ""dominant_group_id"": """", ""dominant_group_label"": """", ""total_hot"": false, ""hdb_hot"": false, ""structure_hot"": false, ""stimulus_hot"": false, ""state_pool_hot"": false, ""cache_hot"": false, ""maintenance_hot"": false, ""attention_hot"": false, ""sensor_hot"": false, ""time_sensor_hot"": false, ""cognitive_stitching_hot"": false, ""raw_unit_pressure"": false, ""merged_pressure"": false, ""pool_load_high"": false, ""cache_residual_high"": false, ""attention_fanout_high"": false, ""attention_candidate_pressure"": false, ""time_sensor_task_pressure"": false, ""sensor_echo_pressure"": false}}}",1
F01,endogenous_silent,沉寂保活,1,1,5,,state_pool.default_er_decay_ratio;state_pool.default_ev_decay_ratio;state_pool.soft_capacity_start_items;state_pool.soft_capacity_full_items;attention.max_cam_items,builtin.endogenous.recover::state_pool.default_er_decay_ratio;builtin.endogenous.recover::state_pool.default_ev_decay_ratio;builtin.endogenous.recover::state_pool.soft_capacity_start_items;builtin.endogenous.recover::state_pool.soft_capacity_full_items;builtin.endogenous.recover::attention.max_cam_items,state_pool.default_er_decay_ratio:0.003570;state_pool.default_ev_decay_ratio:0.003570;state_pool.soft_capacity_start_items:3.000000;state_pool.soft_capacity_full_items:3.000000;attention.max_cam_items:0.600000,0.004,0.004,3.0,3.0,1.0,0.0,0.0,0.0,1,0.733334,1,0,0,0,0,0,1.25,4.0,"{""enabled"": true, ""applied"": true, ""applied_count"": 5, ""applied_updates"": [{""rule_id"": ""builtin.endogenous.recover::state_pool.default_er_decay_ratio"", ""param"": ""state_pool.default_er_decay_ratio"", ""delta"": 0.0035700017, ""reason"": ""recover_endogenous_retention"", ""metric_key"": ""internal_sa_count"", ""issue_mode"": ""low"", ""severity"": 0.733334, ""tick_index"": 5, ""from"": 0.96, ""to"": 0.964}, {""rule_id"": ""builtin.endogenous.recover::state_pool.default_ev_decay_ratio"", ""param"": ""state_pool.default_ev_decay_ratio"", ""delta"": 0.0035700017, ""reason"": ""recover_endogenous_retention"", ""metric_key"": ""internal_sa_count"", ""issue_mode"": ""low"", ""severity"": 0.733334, ""tick_index"": 5, ""from"": 0.965, ""to"": 0.969}, {""rule_id"": ""builtin.endogenous.recover::state_pool.soft_capacity_start_items"", ""param"": ""state_pool.soft_capacity_start_items"", ""delta"": 3.0, ""reason"": ""recover_endogenous_softcap"", ""metric_key"": ""pool_active_item_count"", ""issue_mode"": ""low"", ""severity"": 0.733334, ""tick_index"": 5, ""from"": 160.0, ""to"": 163.0}, {""rule_id"": ""builtin.endogenous.recover::state_pool.soft_capacity_full_items"", ""param"": ""state_pool.soft_capacity_full_items"", ""delta"": 3.0, ""reason"": ""recover_endogenous_softcap"", ""metric_key"": ""pool_active_item_count"", ""issue_mode"": ""low"", ""severity"": 0.733334, ""tick_index"": 5, ""from"": 360.0, ""to"": 363.0}, {""rule_id"": ""builtin.endogenous.recover::attention.max_cam_items"", ""param"": ""attention.max_cam_items"", ""delta"": 0.6, ""reason"": ""recover_endogenous_cam_capacity"", ""metric_key"": ""internal_resolution_structure_count_selected"", ""issue_mode"": ""low"", ""severity"": 0.733334, ""tick_index"": 5, ""from"": 24.0, ""to"": 25.0}], ""snapshots"": {""updated_at_ms"": 1778535704268, ""tick_index"": 5, ""window_size"": 5, ""endogenous_balance"": {""needs_recovery"": true, ""severity"": 0.733334, ""mean_internal_sa"": 20.0, ""latest_internal_sa"": 20.0, ""mean_external_sa"": 60.0, ""latest_external_sa"": 60.0, ""mean_ratio"": 0.333333, ""latest_ratio"": 0.333333, ""mean_selected_structures"": 1.0, ""latest_selected_structures"": 1.0, ""current_structure_cap"": 4.0, ""mean_raw_units"": 14.0, ""latest_raw_units"": 14.0, ""mean_selected_units"": 14.0, ""latest_selected_units"": 14.0, ""mean_detail_budget"": 80.0, ""latest_detail_budget"": 80.0, ""mean_cam_items"": 4.0, ""latest_cam_items"": 4.0, ""mean_pool_items"": 70.0, ""latest_pool_items"": 70.0, ""mean_runtime_resolution_degraded_items"": 0.0, ""latest_runtime_resolution_degraded_items"": 0.0, ""mean_runtime_resolution_active_components"": 1.0, ""latest_runtime_resolution_active_components"": 1.0, ""mean_runtime_resolution_dropped_components"": 8.0, ""latest_runtime_resolution_dropped_components"": 8.0, ""runtime_resolution_visible_ratio"": 0.1111111111111111, ""mean_hdb_residual_diff_ratio"": 0.08, ""latest_hdb_residual_diff_ratio"": 0.08, ""mean_hdb_same_content_multi_context_ratio"": 0.08, ""latest_hdb_same_content_multi_context_ratio"": 0.08, ""internal_deficit"": 0.6875, ""ratio_deficit"": 0.733334, ""selected_deficit"": 0.666667, ""dominance_lost"": true, ""source_supply_healthy"": false, ""source_supply_thin"": true, ""context_branching_thin"": false}, ""attention_special_selection"": {""mean_standalone"": 0.0, ""latest_standalone"": 0.0, ""mean_carrier"": 0.0, ""latest_carrier"": 0.0, ""mean_repeat_penalty"": 0.0, ""latest_repeat_penalty"": 0.0, ""mean_reward_selected"": 0.0, ""mean_cam"": 4.0, ""standalone_share"": 0.0, ""carrier_share"": 0.0, ""standalone_hot"": false, ""carrier_thin"": false, ""repeat_penalty_weak"": false, ""fatigue_overclamped"": false}, ""ev_balance"": {""mean_er"": 100.0, ""mean_ev"": 125.0, ""latest_er"": 100.0, ""latest_ev"": 125.0, ""mean_ev_to_er_ratio"": 1.25, ""latest_ev_to_er_ratio"": 1.25, ""ratio_target_min"": 1.02, ""ratio_target_ideal"": 1.1, ""mean_total_delta_ev"": 5.0, ""mean_total_ev_consumed"": 4.0, ""mean_propagated_ev"": 2.4, ""latest_propagated_ev"": 2.4, ""mean_ev_from_er"": 1.4, ""latest_ev_from_er"": 1.4, ""latest_total_delta_ev"": 5.0, ""latest_applied_total_ev"": 0.0, ""mean_propagated_target_ratio"": 0.55, ""mean_ev_from_er_ratio"": 0.32, ""mean_source_items"": 5.0, ""mean_target_count"": 8.0, ""mean_structure_target_count"": 8.0, ""mean_memory_target_count"": 0.0, ""mean_applied_target_count"": 0.0, ""mean_skipped_target_count"": 0.0, ""mean_skipped_cs_event_target_count"": 0.0, ""mean_propagated_target_count"": 5.0, ""mean_induced_target_count"": 3.0, ""mean_targets_per_source"": 1.6, ""mean_structure_target_total_ev"": 0.0, ""mean_memory_target_total_ev"": 0.0, ""mean_structure_target_ev_share"": 1.0, ""mean_applied_total_ev"": 0.0, ""mean_skipped_target_total_ev"": 0.0, ""mean_applied_ev_ratio"": 0.0, ""mean_applied_target_ratio"": 0.0, ""mean_fallback_used"": 0.0, ""mean_source_available"": 0.0, ""mean_source_selected_from_ev"": 0.0, ""mean_source_selected_from_er"": 0.0, ""mean_source_cap"": 0.0, ""mean_source_cap_hit"": 0.0, ""mean_raw_residual_entry_count"": 0.0, ""mean_raw_residual_entry_with_existing_structure_count"": 0.0, ""mean_raw_residual_entry_routed_to_structure_count"": 0.0, ""mean_raw_residual_structure_target_total_ev"": 0.0, ""mean_raw_residual_memory_target_total_ev"": 0.0, ""mean_raw_residual_hit_memory_target_total_ev"": 0.0, ""mean_raw_residual_miss_memory_target_total_ev"": 0.0, ""raw_residual_structure_share"": 0.0, ""raw_residual_hit_path_total_ev"": 0.0, ""raw_residual_hit_structure_share"": 0.0, ""raw_residual_existing_hit_rate"": 0.0, ""propagated_ev_share"": 0.48, ""mean_memory_feedback_total_ev"": 0.0, ""mean_memory_feedback_packet_count"": 0.0, ""mean_memory_feedback_packet_ev"": 0.0, ""mean_memory_feedback_structure_projection_attempted_count"": 0.0, ""mean_memory_feedback_structure_projection_skipped_count"": 0.0, ""mean_memory_feedback_structure_projection_count"": 0.0, ""mean_memory_feedback_structure_projection_effective_ratio"": 0.0, ""mean_memory_feedback_structure_projection_ev"": 0.0, ""latest_memory_feedback_packet_ev"": 0.0, ""latest_memory_feedback_structure_projection_ev"": 0.0, ""memory_feedback_structure_projection_share"": 0.0, ""memory_feedback_packet_share"": 0.0, ""expected_ev_floor"": 102.0, ""ev_ratio_deficit"": 0.0, ""ev_amount_deficit"": 0.0, ""ev_starved"": false, ""severely_ev_starved"": false, ""source_supply_thin"": false, ""projection_blocked"": false, ""propagation_chain_weak"": false, ""induction_chain_weak"": false, ""retention_chain_weak"": false, ""memory_feedback_packet_dominant"": false, ""memory_feedback_projection_overheavy"": false, ""memory_feedback_projection_diluted"": false, ""source_cap_reached"": false, ""raw_residual_existing_hit_sparse"": false, ""raw_residual_structure_path_underused"": false, ""er_overfull"": false, ""mean_hdb_requested_ev_ratio"": 0.55, ""mean_hdb_effective_ev_ratio"": 0.55, ""mean_hdb_requested_er_ratio"": 0.55, ""mean_hdb_effective_er_ratio"": 0.55, ""mean_hdb_ev_clamped"": 0.0, ""mean_hdb_er_clamped"": 0.0, ""propagation_ratio_saturated"": false, ""induction_ratio_saturated"": false}, ""cognitive_stitching"": {""mean_raw_accepted"": 0.0, ""mean_candidates"": 0.0, ""latest_candidates"": 0.0, ""mean_rejected_low_score"": 0.0, ""mean_rejected_component_limit"": 0.0, ""mean_rejected_non_positive_edge"": 0.0, ""mean_replacements"": 0.0, ""mean_kept_existing"": 0.0, ""mean_threshold_margin"": 0.0, ""mean_actions"": 0.0, ""latest_actions"": 0.0, ""mean_created"": 0.0, ""mean_extended"": 0.0, ""mean_merged"": 0.0, ""mean_reinforced"": 0.0, ""mean_event_grasp_emitted"": 0.0, ""mean_event_grasp_selected"": 0.0, ""mean_event_grasp_post_action_seed"": 0.0, ""mean_event_grasp_post_action_selected"": 0.0, ""mean_narrative_grasp"": 0.0, ""mean_narrative_grasp_max"": 0.0, ""max_narrative_grasp_max"": 0.0, ""mean_narrative_grasp_positive_count"": 0.0, ""latest_narrative_grasp_positive_count"": 0.0, ""mean_stimulus_new_structures"": 0.0, ""latest_stimulus_new_structures"": 0.0, ""mean_timing"": 0.0, ""candidate_to_action_ratio"": 0.0, ""candidate_rich_but_action_starved"": false, ""candidate_supply_thin"": true, ""upstream_structure_alive"": false, ""timing_hot"": false, ""narrative_zone_alive"": false, ""narrative_zone_mature"": false, ""output_total"": 0.0, ""competition_pressure"": 0.0, ""low_score_dominant"": false, ""component_limit_dominant"": false, ""non_positive_edge_dominant"": false}, ""timing_hotspot"": {""summary"": {""timing_total_logic_ms"": {""mean"": 100.0, ""latest"": 100.0, ""max"": 100.0, ""expected_max"": 8000.0, ""hot"": false}, ""timing_structure_level_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 1400.0, ""hot"": false}, ""timing_stimulus_level_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 4200.0, ""hot"": false}, ""timing_cache_neutralization_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 2400.0, ""hot"": false}, ""timing_maintenance_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 900.0, ""hot"": false}, ""timing_attention_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 240.0, ""hot"": false}, ""timing_sensor_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 120.0, ""hot"": false}, ""timing_time_sensor_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 80.0, ""hot"": false}, ""timing_cognitive_stitching_ms"": {""mean"": 0.0, ""latest"": 0.0, ""max"": 0.0, ""expected_max"": 1200.0, ""hot"": false}}, ""grouped"": {""hdb"": {""label"": ""HDB 主链"", ""keys"": [""timing_structure_level_ms"", ""timing_stimulus_level_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""state_pool"": {""label"": ""状态池与中和"", ""keys"": [""timing_cache_neutralization_ms"", ""timing_maintenance_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""attention"": {""label"": ""注意力"", ""keys"": [""timing_attention_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""sensor"": {""label"": ""文本感受器"", ""keys"": [""timing_sensor_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""time_sensor"": {""label"": ""时间感受器"", ""keys"": [""timing_time_sensor_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}, ""cognitive_stitching"": {""label"": ""认知拼接"", ""keys"": [""timing_cognitive_stitching_ms""], ""mean_ms"": 0.0, ""latest_ms"": 0.0, ""max_ms"": 0.0, ""share"": 0.0, ""hot"": false, ""pressure"": 0.0, ""severity"": 0.0}}, ""ranked_group_ids"": [""hdb"", ""state_pool"", ""attention"", ""sensor"", ""time_sensor"", ""cognitive_stitching""], ""dominant_group_id"": """", ""dominant_group_label"": """", ""total_hot"": false, ""hdb_hot"": false, ""structure_hot"": false, ""stimulus_hot"": false, ""state_pool_hot"": false, ""cache_hot"": false, ""maintenance_hot"": false, ""attention_hot"": false, ""sensor_hot"": false, ""time_sensor_hot"": false, ""cognitive_stitching_hot"": false, ""raw_unit_pressure"": false, ""merged_pressure"": false, ""pool_load_high"": false, ""cache_residual_high"": false, ""attention_fanout_high"": false, ""attention_candidate_pressure"": false, ""time_sensor_task_pressure"": false, ""sensor_echo_pressure"": false}}}",1
