family,branch,branch_label,tick,enabled,applied,applied_count,internal_sa_count,internal_to_external_sa_ratio,internal_resolution_structure_count_selected,cam_item_count,pool_ev_to_er_ratio
F08,endogenous_silent,沉寂保活,5,1,1,5,21.5,0.320896,1.0,4.0,1.25
F08,attention_overheat,注意力过热,1,1,0,0,120.0,2.0,5.0,25.5,1.25
F08,attention_overheat,注意力过热,2,1,0,0,120.0,2.0,5.0,25.5,1.25
F08,attention_overheat,注意力过热,3,1,0,0,120.0,2.0,5.0,25.5,1.25
F08,attention_overheat,注意力过热,4,1,0,0,120.0,2.0,5.0,25.5,1.25
F08,attention_overheat,注意力过热,5,1,1,1,120.0,2.0,5.0,25.5,1.25
F08,ev_propagation_thin,EV传播偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.56
F08,ev_propagation_thin,EV传播偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.56
F08,ev_propagation_thin,EV传播偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.56
F08,ev_propagation_thin,EV传播偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.56
F08,ev_propagation_thin,EV传播偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.56
F08,ev_induction_thin,ER诱发偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.6
F08,ev_induction_thin,ER诱发偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.6
F08,ev_induction_thin,ER诱发偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.6
F08,ev_induction_thin,ER诱发偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.6
F08,ev_induction_thin,ER诱发偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.6
F08,ev_retention_thin,EV保留偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.9
F08,ev_retention_thin,EV保留偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.9
F08,ev_retention_thin,EV保留偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.9
F08,ev_retention_thin,EV保留偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.9
F08,ev_retention_thin,EV保留偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.9
F08,ev_saturated_retention,传播饱和转保留,1,1,0,0,120.0,2.0,5.0,4.0,0.15
F08,ev_saturated_retention,传播饱和转保留,2,1,0,0,120.0,2.0,5.0,4.0,0.15
F08,ev_saturated_retention,传播饱和转保留,3,1,0,0,120.0,2.0,5.0,4.0,0.15
F08,ev_saturated_retention,传播饱和转保留,4,1,0,0,120.0,2.0,5.0,4.0,0.15
F08,ev_saturated_retention,传播饱和转保留,5,1,1,1,120.0,2.0,5.0,4.0,0.15
F08,disabled_control,关闭调参,1,0,0,0,21.5,0.320896,1.0,4.0,1.25
F08,disabled_control,关闭调参,2,0,0,0,21.5,0.320896,1.0,4.0,1.25
F08,disabled_control,关闭调参,3,0,0,0,21.5,0.320896,1.0,4.0,1.25
F08,disabled_control,关闭调参,4,0,0,0,21.5,0.320896,1.0,4.0,1.25
F08,disabled_control,关闭调参,5,0,0,0,21.5,0.320896,1.0,4.0,1.25
F09,healthy_control,健康对照,1,1,0,0,120.0,2.0,5.0,4.0,1.25
F09,healthy_control,健康对照,2,1,0,0,120.0,2.0,5.0,4.0,1.25
F09,healthy_control,健康对照,3,1,0,0,120.0,2.0,5.0,4.0,1.25
F09,healthy_control,健康对照,4,1,0,0,120.0,2.0,5.0,4.0,1.25
F09,healthy_control,健康对照,5,1,0,0,120.0,2.0,5.0,4.0,1.25
F09,endogenous_silent,沉寂保活,1,1,0,0,22.5,0.330882,1.0,4.0,1.25
F09,endogenous_silent,沉寂保活,2,1,0,0,22.5,0.330882,1.0,4.0,1.25
F09,endogenous_silent,沉寂保活,3,1,0,0,22.5,0.330882,1.0,4.0,1.25
F09,endogenous_silent,沉寂保活,4,1,0,0,22.5,0.330882,1.0,4.0,1.25
F09,endogenous_silent,沉寂保活,5,1,1,5,22.5,0.330882,1.0,4.0,1.25
F09,attention_overheat,注意力过热,1,1,0,0,120.0,2.0,5.0,22.2,1.25
F09,attention_overheat,注意力过热,2,1,0,0,120.0,2.0,5.0,22.2,1.25
F09,attention_overheat,注意力过热,3,1,0,0,120.0,2.0,5.0,22.2,1.25
F09,attention_overheat,注意力过热,4,1,0,0,120.0,2.0,5.0,22.2,1.25
F09,attention_overheat,注意力过热,5,1,1,1,120.0,2.0,5.0,22.2,1.25
F09,ev_propagation_thin,EV传播偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.57
F09,ev_propagation_thin,EV传播偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.57
F09,ev_propagation_thin,EV传播偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.57
F09,ev_propagation_thin,EV传播偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.57
F09,ev_propagation_thin,EV传播偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.57
F09,ev_induction_thin,ER诱发偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.6
F09,ev_induction_thin,ER诱发偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.6
F09,ev_induction_thin,ER诱发偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.6
F09,ev_induction_thin,ER诱发偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.6
F09,ev_induction_thin,ER诱发偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.6
F09,ev_retention_thin,EV保留偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.9
F09,ev_retention_thin,EV保留偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.9
F09,ev_retention_thin,EV保留偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.9
F09,ev_retention_thin,EV保留偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.9
F09,ev_retention_thin,EV保留偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.9
F09,ev_saturated_retention,传播饱和转保留,1,1,0,0,120.0,2.0,5.0,4.0,0.15
F09,ev_saturated_retention,传播饱和转保留,2,1,0,0,120.0,2.0,5.0,4.0,0.15
F09,ev_saturated_retention,传播饱和转保留,3,1,0,0,120.0,2.0,5.0,4.0,0.15
F09,ev_saturated_retention,传播饱和转保留,4,1,0,0,120.0,2.0,5.0,4.0,0.15
F09,ev_saturated_retention,传播饱和转保留,5,1,1,1,120.0,2.0,5.0,4.0,0.15
F09,disabled_control,关闭调参,1,0,0,0,22.5,0.330882,1.0,4.0,1.25
F09,disabled_control,关闭调参,2,0,0,0,22.5,0.330882,1.0,4.0,1.25
F09,disabled_control,关闭调参,3,0,0,0,22.5,0.330882,1.0,4.0,1.25
F09,disabled_control,关闭调参,4,0,0,0,22.5,0.330882,1.0,4.0,1.25
F09,disabled_control,关闭调参,5,0,0,0,22.5,0.330882,1.0,4.0,1.25
F10,healthy_control,健康对照,1,1,0,0,120.0,2.0,5.0,4.0,1.25
F10,healthy_control,健康对照,2,1,0,0,120.0,2.0,5.0,4.0,1.25
F10,healthy_control,健康对照,3,1,0,0,120.0,2.0,5.0,4.0,1.25
F10,healthy_control,健康对照,4,1,0,0,120.0,2.0,5.0,4.0,1.25
F10,healthy_control,健康对照,5,1,0,0,120.0,2.0,5.0,4.0,1.25
F10,endogenous_silent,沉寂保活,1,1,0,0,23.5,0.34058,1.0,4.0,1.25
F10,endogenous_silent,沉寂保活,2,1,0,0,23.5,0.34058,1.0,4.0,1.25
F10,endogenous_silent,沉寂保活,3,1,0,0,23.5,0.34058,1.0,4.0,1.25
F10,endogenous_silent,沉寂保活,4,1,0,0,23.5,0.34058,1.0,4.0,1.25
F10,endogenous_silent,沉寂保活,5,1,1,5,23.5,0.34058,1.0,4.0,1.25
F10,attention_overheat,注意力过热,1,1,0,0,120.0,2.0,5.0,23.2,1.25
F10,attention_overheat,注意力过热,2,1,0,0,120.0,2.0,5.0,23.2,1.25
F10,attention_overheat,注意力过热,3,1,0,0,120.0,2.0,5.0,23.2,1.25
F10,attention_overheat,注意力过热,4,1,0,0,120.0,2.0,5.0,23.2,1.25
F10,attention_overheat,注意力过热,5,1,1,1,120.0,2.0,5.0,23.2,1.25
F10,ev_propagation_thin,EV传播偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.58
F10,ev_propagation_thin,EV传播偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.58
F10,ev_propagation_thin,EV传播偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.58
F10,ev_propagation_thin,EV传播偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.58
F10,ev_propagation_thin,EV传播偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.58
F10,ev_induction_thin,ER诱发偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.6
F10,ev_induction_thin,ER诱发偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.6
F10,ev_induction_thin,ER诱发偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.6
F10,ev_induction_thin,ER诱发偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.6
F10,ev_induction_thin,ER诱发偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.6
F10,ev_retention_thin,EV保留偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.9
F10,ev_retention_thin,EV保留偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.9
F10,ev_retention_thin,EV保留偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.9
F10,ev_retention_thin,EV保留偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.9
F10,ev_retention_thin,EV保留偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.9
F10,ev_saturated_retention,传播饱和转保留,1,1,0,0,120.0,2.0,5.0,4.0,0.15
F10,ev_saturated_retention,传播饱和转保留,2,1,0,0,120.0,2.0,5.0,4.0,0.15
F10,ev_saturated_retention,传播饱和转保留,3,1,0,0,120.0,2.0,5.0,4.0,0.15
F10,ev_saturated_retention,传播饱和转保留,4,1,0,0,120.0,2.0,5.0,4.0,0.15
F10,ev_saturated_retention,传播饱和转保留,5,1,1,1,120.0,2.0,5.0,4.0,0.15
F10,disabled_control,关闭调参,1,0,0,0,23.5,0.34058,1.0,4.0,1.25
F10,disabled_control,关闭调参,2,0,0,0,23.5,0.34058,1.0,4.0,1.25
F10,disabled_control,关闭调参,3,0,0,0,23.5,0.34058,1.0,4.0,1.25
F10,disabled_control,关闭调参,4,0,0,0,23.5,0.34058,1.0,4.0,1.25
F10,disabled_control,关闭调参,5,0,0,0,23.5,0.34058,1.0,4.0,1.25
F11,healthy_control,健康对照,1,1,0,0,120.0,2.0,5.0,4.0,1.25
F11,healthy_control,健康对照,2,1,0,0,120.0,2.0,5.0,4.0,1.25
F11,healthy_control,健康对照,3,1,0,0,120.0,2.0,5.0,4.0,1.25
F11,healthy_control,健康对照,4,1,0,0,120.0,2.0,5.0,4.0,1.25
F11,healthy_control,健康对照,5,1,0,0,120.0,2.0,5.0,4.0,1.25
F11,endogenous_silent,沉寂保活,1,1,0,0,24.5,0.35,1.0,4.0,1.25
F11,endogenous_silent,沉寂保活,2,1,0,0,24.5,0.35,1.0,4.0,1.25
F11,endogenous_silent,沉寂保活,3,1,0,0,24.5,0.35,1.0,4.0,1.25
F11,endogenous_silent,沉寂保活,4,1,0,0,24.5,0.35,1.0,4.0,1.25
F11,endogenous_silent,沉寂保活,5,1,1,5,24.5,0.35,1.0,4.0,1.25
F11,attention_overheat,注意力过热,1,1,0,0,120.0,2.0,5.0,24.2,1.25
F11,attention_overheat,注意力过热,2,1,0,0,120.0,2.0,5.0,24.2,1.25
F11,attention_overheat,注意力过热,3,1,0,0,120.0,2.0,5.0,24.2,1.25
F11,attention_overheat,注意力过热,4,1,0,0,120.0,2.0,5.0,24.2,1.25
F11,attention_overheat,注意力过热,5,1,1,1,120.0,2.0,5.0,24.2,1.25
F11,ev_propagation_thin,EV传播偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.59
F11,ev_propagation_thin,EV传播偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.59
F11,ev_propagation_thin,EV传播偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.59
F11,ev_propagation_thin,EV传播偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.59
F11,ev_propagation_thin,EV传播偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.59
F11,ev_induction_thin,ER诱发偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.6
F11,ev_induction_thin,ER诱发偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.6
F11,ev_induction_thin,ER诱发偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.6
F11,ev_induction_thin,ER诱发偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.6
F11,ev_induction_thin,ER诱发偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.6
F11,ev_retention_thin,EV保留偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.9
F11,ev_retention_thin,EV保留偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.9
F11,ev_retention_thin,EV保留偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.9
F11,ev_retention_thin,EV保留偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.9
F11,ev_retention_thin,EV保留偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.9
F11,ev_saturated_retention,传播饱和转保留,1,1,0,0,120.0,2.0,5.0,4.0,0.15
F11,ev_saturated_retention,传播饱和转保留,2,1,0,0,120.0,2.0,5.0,4.0,0.15
F11,ev_saturated_retention,传播饱和转保留,3,1,0,0,120.0,2.0,5.0,4.0,0.15
F11,ev_saturated_retention,传播饱和转保留,4,1,0,0,120.0,2.0,5.0,4.0,0.15
F11,ev_saturated_retention,传播饱和转保留,5,1,1,1,120.0,2.0,5.0,4.0,0.15
F11,disabled_control,关闭调参,1,0,0,0,24.5,0.35,1.0,4.0,1.25
F11,disabled_control,关闭调参,2,0,0,0,24.5,0.35,1.0,4.0,1.25
F11,disabled_control,关闭调参,3,0,0,0,24.5,0.35,1.0,4.0,1.25
F11,disabled_control,关闭调参,4,0,0,0,24.5,0.35,1.0,4.0,1.25
F11,disabled_control,关闭调参,5,0,0,0,24.5,0.35,1.0,4.0,1.25
F12,healthy_control,健康对照,1,1,0,0,120.0,2.0,5.0,4.0,1.25
F12,healthy_control,健康对照,2,1,0,0,120.0,2.0,5.0,4.0,1.25
F12,healthy_control,健康对照,3,1,0,0,120.0,2.0,5.0,4.0,1.25
F12,healthy_control,健康对照,4,1,0,0,120.0,2.0,5.0,4.0,1.25
F12,healthy_control,健康对照,5,1,0,0,120.0,2.0,5.0,4.0,1.25
F12,endogenous_silent,沉寂保活,1,1,0,0,25.5,0.359155,1.0,4.0,1.25
F12,endogenous_silent,沉寂保活,2,1,0,0,25.5,0.359155,1.0,4.0,1.25
F12,endogenous_silent,沉寂保活,3,1,0,0,25.5,0.359155,1.0,4.0,1.25
F12,endogenous_silent,沉寂保活,4,1,0,0,25.5,0.359155,1.0,4.0,1.25
F12,endogenous_silent,沉寂保活,5,1,1,5,25.5,0.359155,1.0,4.0,1.25
F12,attention_overheat,注意力过热,1,1,0,0,120.0,2.0,5.0,25.2,1.25
F12,attention_overheat,注意力过热,2,1,0,0,120.0,2.0,5.0,25.2,1.25
F12,attention_overheat,注意力过热,3,1,0,0,120.0,2.0,5.0,25.2,1.25
F12,attention_overheat,注意力过热,4,1,0,0,120.0,2.0,5.0,25.2,1.25
F12,attention_overheat,注意力过热,5,1,1,1,120.0,2.0,5.0,25.2,1.25
F12,ev_propagation_thin,EV传播偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_propagation_thin,EV传播偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_propagation_thin,EV传播偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_propagation_thin,EV传播偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_propagation_thin,EV传播偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.6
F12,ev_induction_thin,ER诱发偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_induction_thin,ER诱发偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_induction_thin,ER诱发偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_induction_thin,ER诱发偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.6
F12,ev_induction_thin,ER诱发偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.6
F12,ev_retention_thin,EV保留偏薄,1,1,0,0,120.0,2.0,5.0,4.0,0.9
F12,ev_retention_thin,EV保留偏薄,2,1,0,0,120.0,2.0,5.0,4.0,0.9
F12,ev_retention_thin,EV保留偏薄,3,1,0,0,120.0,2.0,5.0,4.0,0.9
F12,ev_retention_thin,EV保留偏薄,4,1,0,0,120.0,2.0,5.0,4.0,0.9
F12,ev_retention_thin,EV保留偏薄,5,1,1,1,120.0,2.0,5.0,4.0,0.9
F12,ev_saturated_retention,传播饱和转保留,1,1,0,0,120.0,2.0,5.0,4.0,0.15
F12,ev_saturated_retention,传播饱和转保留,2,1,0,0,120.0,2.0,5.0,4.0,0.15
F12,ev_saturated_retention,传播饱和转保留,3,1,0,0,120.0,2.0,5.0,4.0,0.15
F12,ev_saturated_retention,传播饱和转保留,4,1,0,0,120.0,2.0,5.0,4.0,0.15
F12,ev_saturated_retention,传播饱和转保留,5,1,1,1,120.0,2.0,5.0,4.0,0.15
F12,disabled_control,关闭调参,1,0,0,0,25.5,0.359155,1.0,4.0,1.25
F12,disabled_control,关闭调参,2,0,0,0,25.5,0.359155,1.0,4.0,1.25
F12,disabled_control,关闭调参,3,0,0,0,25.5,0.359155,1.0,4.0,1.25
F12,disabled_control,关闭调参,4,0,0,0,25.5,0.359155,1.0,4.0,1.25
F12,disabled_control,关闭调参,5,0,0,0,25.5,0.359155,1.0,4.0,1.25
