family,branch,target_index,projection_kind,memory_id,target_structure_id,target_display_text,delta_ev,runtime_weight,modes,energy_graph_round_first,energy_graph_round_last,energy_graph_depth_min,energy_graph_depth_max,energy_graph_emit_count,frontier_source_kinds
F06,high_budget_threshold,0,structure,,st_000266,{A + B},0.49,4.9,ev_propagation,1,1,1,1,1,root_ev
F06,high_budget_threshold,1,structure,,st_000267,{A + C},0.31,3.1,ev_propagation,1,1,1,1,1,root_ev
F06,high_budget_threshold,2,memory,em_000100,st_000268,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F06,width_cap_one,0,structure,,st_000274,{A + B},0.49,4.9,ev_propagation,1,1,1,1,1,root_ev
F06,width_cap_one,1,structure,,st_000275,{A + C},0.31,3.1,ev_propagation,1,1,1,1,1,root_ev
F06,width_cap_one,2,memory,em_000103,st_000276,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F06,width_cap_one,3,structure,,st_000274,{A + B},0.52200621,4.9,er_induction,1,4,1,1,4,root_er
F06,width_cap_one,4,structure,,st_000275,{A + C},0.33024883,3.1,er_induction,1,4,1,1,4,root_er
F06,width_cap_one,5,memory,em_000103,st_000276,{A + M},0.21306376,2.0,er_induction,1,4,1,1,4,root_er
F06,width_cap_one,6,structure,,st_000277,{A + B + D},0.47385813,6.1,ev_propagation,2,4,2,2,2,frontier_ev
F06,width_cap_one,7,memory,em_000104,st_000278,{A + B + E},0.30295847,3.9,ev_propagation,2,4,2,2,2,frontier_ev
F06,no_er_reinduction,0,structure,,st_000282,{A + B},0.49,4.9,ev_propagation,1,1,1,1,1,root_ev
F06,no_er_reinduction,1,structure,,st_000283,{A + C},0.31,3.1,ev_propagation,1,1,1,1,1,root_ev
F06,no_er_reinduction,2,memory,em_000106,st_000284,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F06,no_er_reinduction,3,structure,,st_000285,{A + B + D},0.2989,6.1,ev_propagation,2,2,2,2,1,frontier_ev
F06,no_er_reinduction,4,memory,em_000107,st_000286,{A + B + E},0.1911,3.9,ev_propagation,2,2,2,2,1,frontier_ev
F06,no_er_reinduction,5,structure,,st_000287,{A + C + F},0.1891,6.1,ev_propagation,2,2,2,2,1,frontier_ev
F06,no_er_reinduction,6,memory,em_000108,st_000288,{A + C + G},0.1209,3.9,ev_propagation,2,2,2,2,1,frontier_ev
F07,deep_multilayer,0,structure,,st_000290,{A + B},0.48,4.8,ev_propagation,1,1,1,1,1,root_ev
F07,deep_multilayer,1,structure,,st_000291,{A + C},0.32,3.2,ev_propagation,1,1,1,1,1,root_ev
F07,deep_multilayer,2,memory,em_000109,st_000292,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F07,deep_multilayer,3,structure,,st_000290,{A + B},0.52596311,4.8,er_induction,1,4,1,1,4,root_er
F07,deep_multilayer,4,structure,,st_000291,{A + C},0.35064207,3.2,er_induction,1,4,1,1,4,root_er
F07,deep_multilayer,5,memory,em_000109,st_000292,{A + M},0.2191513,2.0,er_induction,1,4,1,1,4,root_er
F07,deep_multilayer,6,structure,,st_000293,{A + B + D},0.54641203,6.0,ev_propagation,2,4,2,2,3,frontier_ev
F07,deep_multilayer,7,memory,em_000110,st_000294,{A + B + E},0.36427469,4.0,ev_propagation,2,4,2,2,3,frontier_ev
F07,deep_multilayer,8,structure,,st_000295,{A + C + F},0.37641718,6.2,ev_propagation,2,4,2,2,3,frontier_ev
F07,deep_multilayer,9,memory,em_000111,st_000296,{A + C + G},0.2307073,3.8,ev_propagation,2,4,2,2,3,frontier_ev
F07,single_round_cap,0,structure,,st_000298,{A + B},0.48,4.8,ev_propagation,1,1,1,1,1,root_ev
F07,single_round_cap,1,structure,,st_000299,{A + C},0.32,3.2,ev_propagation,1,1,1,1,1,root_ev
F07,single_round_cap,2,memory,em_000112,st_000300,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F07,single_round_cap,3,structure,,st_000298,{A + B},0.1728,4.8,er_induction,1,1,1,1,1,root_er
F07,single_round_cap,4,structure,,st_000299,{A + C},0.1152,3.2,er_induction,1,1,1,1,1,root_er
F07,single_round_cap,5,memory,em_000112,st_000300,{A + M},0.072,2.0,er_induction,1,1,1,1,1,root_er
F07,high_frontier_threshold,0,structure,,st_000306,{A + B},0.48,4.8,ev_propagation,1,1,1,1,1,root_ev
F07,high_frontier_threshold,1,structure,,st_000307,{A + C},0.32,3.2,ev_propagation,1,1,1,1,1,root_ev
F07,high_frontier_threshold,2,memory,em_000115,st_000308,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F07,high_frontier_threshold,3,structure,,st_000306,{A + B},0.52596311,4.8,er_induction,1,4,1,1,4,root_er
F07,high_frontier_threshold,4,structure,,st_000307,{A + C},0.35064207,3.2,er_induction,1,4,1,1,4,root_er
F07,high_frontier_threshold,5,memory,em_000115,st_000308,{A + M},0.2191513,2.0,er_induction,1,4,1,1,4,root_er
F07,high_budget_threshold,0,structure,,st_000314,{A + B},0.48,4.8,ev_propagation,1,1,1,1,1,root_ev
F07,high_budget_threshold,1,structure,,st_000315,{A + C},0.32,3.2,ev_propagation,1,1,1,1,1,root_ev
F07,high_budget_threshold,2,memory,em_000118,st_000316,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F07,width_cap_one,0,structure,,st_000322,{A + B},0.48,4.8,ev_propagation,1,1,1,1,1,root_ev
F07,width_cap_one,1,structure,,st_000323,{A + C},0.32,3.2,ev_propagation,1,1,1,1,1,root_ev
F07,width_cap_one,2,memory,em_000121,st_000324,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F07,width_cap_one,3,structure,,st_000322,{A + B},0.52596311,4.8,er_induction,1,4,1,1,4,root_er
F07,width_cap_one,4,structure,,st_000323,{A + C},0.35064207,3.2,er_induction,1,4,1,1,4,root_er
F07,width_cap_one,5,memory,em_000121,st_000324,{A + M},0.2191513,2.0,er_induction,1,4,1,1,4,root_er
F07,width_cap_one,6,structure,,st_000325,{A + B + D},0.46139443,6.0,ev_propagation,2,4,2,2,2,frontier_ev
F07,width_cap_one,7,memory,em_000122,st_000326,{A + B + E},0.30759629,4.0,ev_propagation,2,4,2,2,2,frontier_ev
F07,no_er_reinduction,0,structure,,st_000330,{A + B},0.48,4.8,ev_propagation,1,1,1,1,1,root_ev
F07,no_er_reinduction,1,structure,,st_000331,{A + C},0.32,3.2,ev_propagation,1,1,1,1,1,root_ev
F07,no_er_reinduction,2,memory,em_000124,st_000332,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F07,no_er_reinduction,3,structure,,st_000333,{A + B + D},0.288,6.0,ev_propagation,2,2,2,2,1,frontier_ev
F07,no_er_reinduction,4,memory,em_000125,st_000334,{A + B + E},0.192,4.0,ev_propagation,2,2,2,2,1,frontier_ev
F07,no_er_reinduction,5,structure,,st_000335,{A + C + F},0.1984,6.2,ev_propagation,2,2,2,2,1,frontier_ev
F07,no_er_reinduction,6,memory,em_000126,st_000336,{A + C + G},0.1216,3.8,ev_propagation,2,2,2,2,1,frontier_ev
F08,deep_multilayer,0,structure,,st_000338,{A + B},0.55,5.5,ev_propagation,1,1,1,1,1,root_ev
F08,deep_multilayer,1,structure,,st_000339,{A + C},0.25,2.5,ev_propagation,1,1,1,1,1,root_ev
F08,deep_multilayer,2,memory,em_000127,st_000340,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F08,deep_multilayer,3,structure,,st_000338,{A + B},0.61940679,5.5,er_induction,1,4,1,1,4,root_er
F08,deep_multilayer,4,structure,,st_000339,{A + C},0.28154854,2.5,er_induction,1,4,1,1,4,root_er
F08,deep_multilayer,5,memory,em_000127,st_000340,{A + M},0.22523883,2.0,er_induction,1,4,1,1,4,root_er
F08,deep_multilayer,6,structure,,st_000341,{A + B + D},0.70832628,6.7,ev_propagation,2,4,2,2,3,frontier_ev
F08,deep_multilayer,7,memory,em_000128,st_000342,{A + B + E},0.34887712,3.3,ev_propagation,2,4,2,2,3,frontier_ev
F08,deep_multilayer,8,structure,,st_000343,{A + C + F},0.26430085,5.5,ev_propagation,2,4,2,2,3,frontier_ev
F08,deep_multilayer,9,memory,em_000129,st_000344,{A + C + G},0.21624615,4.5,ev_propagation,2,4,2,2,3,frontier_ev
F08,single_round_cap,0,structure,,st_000346,{A + B},0.55,5.5,ev_propagation,1,1,1,1,1,root_ev
F08,single_round_cap,1,structure,,st_000347,{A + C},0.25,2.5,ev_propagation,1,1,1,1,1,root_ev
F08,single_round_cap,2,memory,em_000130,st_000348,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F08,single_round_cap,3,structure,,st_000346,{A + B},0.2035,5.5,er_induction,1,1,1,1,1,root_er
F08,single_round_cap,4,structure,,st_000347,{A + C},0.0925,2.5,er_induction,1,1,1,1,1,root_er
F08,single_round_cap,5,memory,em_000130,st_000348,{A + M},0.074,2.0,er_induction,1,1,1,1,1,root_er
F08,high_frontier_threshold,0,structure,,st_000354,{A + B},0.55,5.5,ev_propagation,1,1,1,1,1,root_ev
F08,high_frontier_threshold,1,structure,,st_000355,{A + C},0.25,2.5,ev_propagation,1,1,1,1,1,root_ev
F08,high_frontier_threshold,2,memory,em_000133,st_000356,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F08,high_frontier_threshold,3,structure,,st_000354,{A + B},0.61940679,5.5,er_induction,1,4,1,1,4,root_er
F08,high_frontier_threshold,4,structure,,st_000355,{A + C},0.28154854,2.5,er_induction,1,4,1,1,4,root_er
F08,high_frontier_threshold,5,memory,em_000133,st_000356,{A + M},0.22523883,2.0,er_induction,1,4,1,1,4,root_er
F08,high_budget_threshold,0,structure,,st_000362,{A + B},0.55,5.5,ev_propagation,1,1,1,1,1,root_ev
F08,high_budget_threshold,1,structure,,st_000363,{A + C},0.25,2.5,ev_propagation,1,1,1,1,1,root_ev
F08,high_budget_threshold,2,memory,em_000136,st_000364,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F08,width_cap_one,0,structure,,st_000370,{A + B},0.55,5.5,ev_propagation,1,1,1,1,1,root_ev
F08,width_cap_one,1,structure,,st_000371,{A + C},0.25,2.5,ev_propagation,1,1,1,1,1,root_ev
F08,width_cap_one,2,memory,em_000139,st_000372,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F08,width_cap_one,3,structure,,st_000370,{A + B},0.61940679,5.5,er_induction,1,4,1,1,4,root_er
F08,width_cap_one,4,structure,,st_000371,{A + C},0.28154854,2.5,er_induction,1,4,1,1,4,root_er
F08,width_cap_one,5,memory,em_000139,st_000372,{A + M},0.22523883,2.0,er_induction,1,4,1,1,4,root_er
F08,width_cap_one,6,structure,,st_000373,{A + B + D},0.59652338,6.7,ev_propagation,2,4,2,2,2,frontier_ev
F08,width_cap_one,7,memory,em_000140,st_000374,{A + B + E},0.29381002,3.3,ev_propagation,2,4,2,2,2,frontier_ev
F08,no_er_reinduction,0,structure,,st_000378,{A + B},0.55,5.5,ev_propagation,1,1,1,1,1,root_ev
F08,no_er_reinduction,1,structure,,st_000379,{A + C},0.25,2.5,ev_propagation,1,1,1,1,1,root_ev
F08,no_er_reinduction,2,memory,em_000142,st_000380,{A + M},0.2,2.0,ev_propagation,1,1,1,1,1,root_ev
F08,no_er_reinduction,3,structure,,st_000381,{A + B + D},0.3685,6.7,ev_propagation,2,2,2,2,1,frontier_ev
F08,no_er_reinduction,4,memory,em_000143,st_000382,{A + B + E},0.1815,3.3,ev_propagation,2,2,2,2,1,frontier_ev
F08,no_er_reinduction,5,structure,,st_000383,{A + C + F},0.1375,5.5,ev_propagation,2,2,2,2,1,frontier_ev
F08,no_er_reinduction,6,memory,em_000144,st_000384,{A + C + G},0.1125,4.5,ev_propagation,2,2,2,2,1,frontier_ev
F09,deep_multilayer,0,structure,,st_000386,{A + B},0.5304,5.2,ev_propagation,1,1,1,1,1,root_ev
F09,deep_multilayer,1,structure,,st_000387,{A + C},0.306,3.0,ev_propagation,1,1,1,1,1,root_ev
F09,deep_multilayer,2,memory,em_000145,st_000388,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F09,deep_multilayer,3,structure,,st_000386,{A + B},0.47482781,5.2,er_induction,1,4,1,1,4,root_er
F09,deep_multilayer,4,structure,,st_000387,{A + C},0.27393912,3.0,er_induction,1,4,1,1,4,root_er
F09,deep_multilayer,5,memory,em_000145,st_000388,{A + M},0.16436347,1.8,er_induction,1,4,1,1,4,root_er
F09,deep_multilayer,6,structure,,st_000389,{A + B + D},0.58829722,6.4,ev_propagation,2,4,2,2,3,frontier_ev
F09,deep_multilayer,7,memory,em_000146,st_000390,{A + B + E},0.33091718,3.6,ev_propagation,2,4,2,2,3,frontier_ev
F09,deep_multilayer,8,structure,,st_000391,{A + C + F},0.30758328,5.8,ev_propagation,2,4,2,2,3,frontier_ev
F09,deep_multilayer,9,memory,em_000147,st_000392,{A + C + G},0.22273272,4.2,ev_propagation,2,4,2,2,3,frontier_ev
F09,single_round_cap,0,structure,,st_000394,{A + B},0.5304,5.2,ev_propagation,1,1,1,1,1,root_ev
F09,single_round_cap,1,structure,,st_000395,{A + C},0.306,3.0,ev_propagation,1,1,1,1,1,root_ev
F09,single_round_cap,2,memory,em_000148,st_000396,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F09,single_round_cap,3,structure,,st_000394,{A + B},0.156,5.2,er_induction,1,1,1,1,1,root_er
F09,single_round_cap,4,structure,,st_000395,{A + C},0.09,3.0,er_induction,1,1,1,1,1,root_er
F09,single_round_cap,5,memory,em_000148,st_000396,{A + M},0.054,1.8,er_induction,1,1,1,1,1,root_er
F09,high_frontier_threshold,0,structure,,st_000402,{A + B},0.5304,5.2,ev_propagation,1,1,1,1,1,root_ev
F09,high_frontier_threshold,1,structure,,st_000403,{A + C},0.306,3.0,ev_propagation,1,1,1,1,1,root_ev
F09,high_frontier_threshold,2,memory,em_000151,st_000404,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F09,high_frontier_threshold,3,structure,,st_000402,{A + B},0.47482781,5.2,er_induction,1,4,1,1,4,root_er
F09,high_frontier_threshold,4,structure,,st_000403,{A + C},0.27393912,3.0,er_induction,1,4,1,1,4,root_er
F09,high_frontier_threshold,5,memory,em_000151,st_000404,{A + M},0.16436347,1.8,er_induction,1,4,1,1,4,root_er
F09,high_budget_threshold,0,structure,,st_000410,{A + B},0.5304,5.2,ev_propagation,1,1,1,1,1,root_ev
F09,high_budget_threshold,1,structure,,st_000411,{A + C},0.306,3.0,ev_propagation,1,1,1,1,1,root_ev
F09,high_budget_threshold,2,memory,em_000154,st_000412,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F09,width_cap_one,0,structure,,st_000418,{A + B},0.5304,5.2,ev_propagation,1,1,1,1,1,root_ev
F09,width_cap_one,1,structure,,st_000419,{A + C},0.306,3.0,ev_propagation,1,1,1,1,1,root_ev
F09,width_cap_one,2,memory,em_000157,st_000420,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F09,width_cap_one,3,structure,,st_000418,{A + B},0.47482781,5.2,er_induction,1,4,1,1,4,root_er
F09,width_cap_one,4,structure,,st_000419,{A + C},0.27393912,3.0,er_induction,1,4,1,1,4,root_er
F09,width_cap_one,5,memory,em_000157,st_000420,{A + M},0.16436347,1.8,er_induction,1,4,1,1,4,root_er
F09,width_cap_one,6,structure,,st_000421,{A + B + D},0.50642842,6.4,ev_propagation,2,4,2,2,2,frontier_ev
F09,width_cap_one,7,memory,em_000158,st_000422,{A + B + E},0.28486598,3.6,ev_propagation,2,4,2,2,2,frontier_ev
F09,no_er_reinduction,0,structure,,st_000426,{A + B},0.5304,5.2,ev_propagation,1,1,1,1,1,root_ev
F09,no_er_reinduction,1,structure,,st_000427,{A + C},0.306,3.0,ev_propagation,1,1,1,1,1,root_ev
F09,no_er_reinduction,2,memory,em_000160,st_000428,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F09,no_er_reinduction,3,structure,,st_000429,{A + B + D},0.339456,6.4,ev_propagation,2,2,2,2,1,frontier_ev
F09,no_er_reinduction,4,memory,em_000161,st_000430,{A + B + E},0.190944,3.6,ev_propagation,2,2,2,2,1,frontier_ev
F09,no_er_reinduction,5,structure,,st_000431,{A + C + F},0.17748,5.8,ev_propagation,2,2,2,2,1,frontier_ev
F09,no_er_reinduction,6,memory,em_000162,st_000432,{A + C + G},0.12852,4.2,ev_propagation,2,2,2,2,1,frontier_ev
F10,deep_multilayer,0,structure,,st_000434,{A + B},0.51,5.0,ev_propagation,1,1,1,1,1,root_ev
F10,deep_multilayer,1,structure,,st_000435,{A + C},0.3264,3.2,ev_propagation,1,1,1,1,1,root_ev
F10,deep_multilayer,2,memory,em_000163,st_000436,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F10,deep_multilayer,3,structure,,st_000434,{A + B},0.48700288,5.0,er_induction,1,4,1,1,4,root_er
F10,deep_multilayer,4,structure,,st_000435,{A + C},0.31168184,3.2,er_induction,1,4,1,1,4,root_er
F10,deep_multilayer,5,memory,em_000163,st_000436,{A + M},0.17532104,1.8,er_induction,1,4,1,1,4,root_er
F10,deep_multilayer,6,structure,,st_000437,{A + B + D},0.56344608,6.2,ev_propagation,2,4,2,2,3,frontier_ev
F10,deep_multilayer,7,memory,em_000164,st_000438,{A + B + E},0.34533792,3.8,ev_propagation,2,4,2,2,3,frontier_ev
F10,deep_multilayer,8,structure,,st_000439,{A + C + F},0.34897306,6.0,ev_propagation,2,4,2,2,3,frontier_ev
F10,deep_multilayer,9,memory,em_000165,st_000440,{A + C + G},0.2326487,4.0,ev_propagation,2,4,2,2,3,frontier_ev
F10,single_round_cap,0,structure,,st_000442,{A + B},0.51,5.0,ev_propagation,1,1,1,1,1,root_ev
F10,single_round_cap,1,structure,,st_000443,{A + C},0.3264,3.2,ev_propagation,1,1,1,1,1,root_ev
F10,single_round_cap,2,memory,em_000166,st_000444,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F10,single_round_cap,3,structure,,st_000442,{A + B},0.16,5.0,er_induction,1,1,1,1,1,root_er
F10,single_round_cap,4,structure,,st_000443,{A + C},0.1024,3.2,er_induction,1,1,1,1,1,root_er
F10,single_round_cap,5,memory,em_000166,st_000444,{A + M},0.0576,1.8,er_induction,1,1,1,1,1,root_er
F10,high_frontier_threshold,0,structure,,st_000450,{A + B},0.51,5.0,ev_propagation,1,1,1,1,1,root_ev
F10,high_frontier_threshold,1,structure,,st_000451,{A + C},0.3264,3.2,ev_propagation,1,1,1,1,1,root_ev
F10,high_frontier_threshold,2,memory,em_000169,st_000452,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F10,high_frontier_threshold,3,structure,,st_000450,{A + B},0.48700288,5.0,er_induction,1,4,1,1,4,root_er
F10,high_frontier_threshold,4,structure,,st_000451,{A + C},0.31168184,3.2,er_induction,1,4,1,1,4,root_er
F10,high_frontier_threshold,5,memory,em_000169,st_000452,{A + M},0.17532104,1.8,er_induction,1,4,1,1,4,root_er
F10,high_budget_threshold,0,structure,,st_000458,{A + B},0.51,5.0,ev_propagation,1,1,1,1,1,root_ev
F10,high_budget_threshold,1,structure,,st_000459,{A + C},0.3264,3.2,ev_propagation,1,1,1,1,1,root_ev
F10,high_budget_threshold,2,memory,em_000172,st_000460,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F10,width_cap_one,0,structure,,st_000466,{A + B},0.51,5.0,ev_propagation,1,1,1,1,1,root_ev
F10,width_cap_one,1,structure,,st_000467,{A + C},0.3264,3.2,ev_propagation,1,1,1,1,1,root_ev
F10,width_cap_one,2,memory,em_000175,st_000468,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F10,width_cap_one,3,structure,,st_000466,{A + B},0.48700288,5.0,er_induction,1,4,1,1,4,root_er
F10,width_cap_one,4,structure,,st_000467,{A + C},0.31168184,3.2,er_induction,1,4,1,1,4,root_er
F10,width_cap_one,5,memory,em_000175,st_000468,{A + M},0.17532104,1.8,er_induction,1,4,1,1,4,root_er
F10,width_cap_one,6,structure,,st_000469,{A + B + D},0.48210208,6.2,ev_propagation,2,4,2,2,2,frontier_ev
F10,width_cap_one,7,memory,em_000176,st_000470,{A + B + E},0.29548192,3.8,ev_propagation,2,4,2,2,2,frontier_ev
F10,no_er_reinduction,0,structure,,st_000474,{A + B},0.51,5.0,ev_propagation,1,1,1,1,1,root_ev
F10,no_er_reinduction,1,structure,,st_000475,{A + C},0.3264,3.2,ev_propagation,1,1,1,1,1,root_ev
F10,no_er_reinduction,2,memory,em_000178,st_000476,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F10,no_er_reinduction,3,structure,,st_000477,{A + B + D},0.3162,6.2,ev_propagation,2,2,2,2,1,frontier_ev
F10,no_er_reinduction,4,memory,em_000179,st_000478,{A + B + E},0.1938,3.8,ev_propagation,2,2,2,2,1,frontier_ev
F10,no_er_reinduction,5,structure,,st_000479,{A + C + F},0.19584,6.0,ev_propagation,2,2,2,2,1,frontier_ev
F10,no_er_reinduction,6,memory,em_000180,st_000480,{A + C + G},0.13056,4.0,ev_propagation,2,2,2,2,1,frontier_ev
F11,deep_multilayer,0,structure,,st_000482,{A + B},0.5508,5.4,ev_propagation,1,1,1,1,1,root_ev
F11,deep_multilayer,1,structure,,st_000483,{A + C},0.2856,2.8,ev_propagation,1,1,1,1,1,root_ev
F11,deep_multilayer,2,memory,em_000181,st_000484,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F11,deep_multilayer,3,structure,,st_000482,{A + B},0.5588358,5.4,er_induction,1,4,1,1,4,root_er
F11,deep_multilayer,4,structure,,st_000483,{A + C},0.28976671,2.8,er_induction,1,4,1,1,4,root_er
F11,deep_multilayer,5,memory,em_000181,st_000484,{A + M},0.1862786,1.8,er_induction,1,4,1,1,4,root_er
F11,deep_multilayer,6,structure,,st_000485,{A + B + D},0.66554706,6.6,ev_propagation,2,4,2,2,3,frontier_ev
F11,deep_multilayer,7,memory,em_000182,st_000486,{A + B + E},0.34285758,3.4,ev_propagation,2,4,2,2,3,frontier_ev
F11,deep_multilayer,8,structure,,st_000487,{A + C + F},0.29281083,5.6,ev_propagation,2,4,2,2,3,frontier_ev
F11,deep_multilayer,9,memory,em_000183,st_000488,{A + C + G},0.23006565,4.4,ev_propagation,2,4,2,2,3,frontier_ev
F11,single_round_cap,0,structure,,st_000490,{A + B},0.5508,5.4,ev_propagation,1,1,1,1,1,root_ev
F11,single_round_cap,1,structure,,st_000491,{A + C},0.2856,2.8,ev_propagation,1,1,1,1,1,root_ev
F11,single_round_cap,2,memory,em_000184,st_000492,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F11,single_round_cap,3,structure,,st_000490,{A + B},0.1836,5.4,er_induction,1,1,1,1,1,root_er
F11,single_round_cap,4,structure,,st_000491,{A + C},0.0952,2.8,er_induction,1,1,1,1,1,root_er
F11,single_round_cap,5,memory,em_000184,st_000492,{A + M},0.0612,1.8,er_induction,1,1,1,1,1,root_er
F11,high_frontier_threshold,0,structure,,st_000498,{A + B},0.5508,5.4,ev_propagation,1,1,1,1,1,root_ev
F11,high_frontier_threshold,1,structure,,st_000499,{A + C},0.2856,2.8,ev_propagation,1,1,1,1,1,root_ev
F11,high_frontier_threshold,2,memory,em_000187,st_000500,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F11,high_frontier_threshold,3,structure,,st_000498,{A + B},0.5588358,5.4,er_induction,1,4,1,1,4,root_er
F11,high_frontier_threshold,4,structure,,st_000499,{A + C},0.28976671,2.8,er_induction,1,4,1,1,4,root_er
F11,high_frontier_threshold,5,memory,em_000187,st_000500,{A + M},0.1862786,1.8,er_induction,1,4,1,1,4,root_er
F11,high_budget_threshold,0,structure,,st_000506,{A + B},0.5508,5.4,ev_propagation,1,1,1,1,1,root_ev
F11,high_budget_threshold,1,structure,,st_000507,{A + C},0.2856,2.8,ev_propagation,1,1,1,1,1,root_ev
F11,high_budget_threshold,2,memory,em_000190,st_000508,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F11,width_cap_one,0,structure,,st_000514,{A + B},0.5508,5.4,ev_propagation,1,1,1,1,1,root_ev
F11,width_cap_one,1,structure,,st_000515,{A + C},0.2856,2.8,ev_propagation,1,1,1,1,1,root_ev
F11,width_cap_one,2,memory,em_000193,st_000516,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F11,width_cap_one,3,structure,,st_000514,{A + B},0.5588358,5.4,er_induction,1,4,1,1,4,root_er
F11,width_cap_one,4,structure,,st_000515,{A + C},0.28976671,2.8,er_induction,1,4,1,1,4,root_er
F11,width_cap_one,5,memory,em_000193,st_000516,{A + M},0.1862786,1.8,er_induction,1,4,1,1,4,root_er
F11,width_cap_one,6,structure,,st_000517,{A + B + D},0.56618274,6.6,ev_propagation,2,4,2,2,2,frontier_ev
F11,width_cap_one,7,memory,em_000194,st_000518,{A + B + E},0.2916699,3.4,ev_propagation,2,4,2,2,2,frontier_ev
F11,no_er_reinduction,0,structure,,st_000522,{A + B},0.5508,5.4,ev_propagation,1,1,1,1,1,root_ev
F11,no_er_reinduction,1,structure,,st_000523,{A + C},0.2856,2.8,ev_propagation,1,1,1,1,1,root_ev
F11,no_er_reinduction,2,memory,em_000196,st_000524,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F11,no_er_reinduction,3,structure,,st_000525,{A + B + D},0.363528,6.6,ev_propagation,2,2,2,2,1,frontier_ev
F11,no_er_reinduction,4,memory,em_000197,st_000526,{A + B + E},0.187272,3.4,ev_propagation,2,2,2,2,1,frontier_ev
F11,no_er_reinduction,5,structure,,st_000527,{A + C + F},0.159936,5.6,ev_propagation,2,2,2,2,1,frontier_ev
F11,no_er_reinduction,6,memory,em_000198,st_000528,{A + C + G},0.125664,4.4,ev_propagation,2,2,2,2,1,frontier_ev
F12,deep_multilayer,0,structure,,st_000530,{A + B},0.4896,4.8,ev_propagation,1,1,1,1,1,root_ev
F12,deep_multilayer,1,structure,,st_000531,{A + C},0.3468,3.4,ev_propagation,1,1,1,1,1,root_ev
F12,deep_multilayer,2,memory,em_000199,st_000532,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
F12,deep_multilayer,3,structure,,st_000530,{A + B},0.52596311,4.8,er_induction,1,4,1,1,4,root_er
F12,deep_multilayer,4,structure,,st_000531,{A + C},0.3725572,3.4,er_induction,1,4,1,1,4,root_er
F12,deep_multilayer,5,memory,em_000199,st_000532,{A + M},0.19723617,1.8,er_induction,1,4,1,1,4,root_er
F12,deep_multilayer,6,structure,,st_000533,{A + B + D},0.55217203,6.0,ev_propagation,2,4,2,2,3,frontier_ev
F12,deep_multilayer,7,memory,em_000200,st_000534,{A + B + E},0.36811469,4.0,ev_propagation,2,4,2,2,3,frontier_ev
F12,deep_multilayer,8,structure,,st_000535,{A + C + F},0.40415925,6.2,ev_propagation,2,4,2,2,3,frontier_ev
F12,deep_multilayer,9,memory,em_000201,st_000536,{A + C + G},0.24771051,3.8,ev_propagation,2,4,2,2,3,frontier_ev
F12,single_round_cap,0,structure,,st_000538,{A + B},0.4896,4.8,ev_propagation,1,1,1,1,1,root_ev
F12,single_round_cap,1,structure,,st_000539,{A + C},0.3468,3.4,ev_propagation,1,1,1,1,1,root_ev
F12,single_round_cap,2,memory,em_000202,st_000540,{A + M},0.1836,1.8,ev_propagation,1,1,1,1,1,root_ev
